company,country,county,city,address,postal_code,category,subcategory,type,registration_id,email,email2,email3,phone,phone2,phone3,website,contact_person,contact_dept,contact_title,products,services,activity,employees,revenue,founded,vat_id,cui,status,notes,anofm_email,anofm_phone,anofm_address,web_email,web_phone,web_website,best_email,best_phone,best_address,verified,source_file,source_system,scrape_date,update_date,export_date,priority,score,tags,campaign_id,notes2
Idea,RS,,,,,Supermarket,,Local Chain,,nabavka@idea.rs,,,,,,idea.rs,,Nabavka,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Imlek,RS,,,,,Dairy,,Processor,,nabavka@imlek.rs,,,,,,imlek.rs,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Lidl Serbia,RS,,,,,Supermarket,,Discount,,dobavljaci@lidl.rs,,,,,,lidl.rs/dobavljaci,,Buying,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Maxi (Delhaize),RS,,,,,Supermarket,,Major Chain,,dobavljaci@maxi.rs,,,,,,maxi.rs/dobavljaci,,Nabavka,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Metro Serbia,RS,,,,,Wholesale,,Cash & Carry,,dobavljaci@metro.rs,,,,,,metro.rs/dobavljaci,,Nabavka,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Mlekara Subotica,RS,,,,,Dairy,,Processor,,otkup@mlekarasubotica.rs,,,,,,mlekarasubotica.rs,,Milk Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Nectar,RS,,,,,Beverages,,Producer,,nabavka@nectar.rs,,,,,,nectar.rs,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Swisslion,RS,,,,,Confectionery,,Producer,,nabavka@swisslion.rs,,,,,,swisslion.rs,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Univerexport,RS,,,,,Supermarket,,Local Chain,,nabavka@univerexport.rs,,,,,,univerexport.rs,,Nabavka,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Droga Kolinska,SI,,,,,Food,,Producer,,nabava@drogakolinska.si,,,,,,drogakolinska.si,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Mercator Group,SI/HR/RS/BA,,,,,Supermarket,,Regional,,nabava@mercator.si,,,,,,mercator.si/dobavitelji,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
2 Sisters Food Group,UK,,,,,Distributor,,Poultry/Meat,,agricultural@2sfg.com,,,,,,2sfg.com,,Agricultural,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
3663 (Bidfood),UK,,,,,Wholesale,,Foodservice,,trading@3663.co.uk,,,,,,3663.co.uk,,Category,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
ABP Food Group,UK,,,,,Distributor,,Beef,,livestock@abpuk.com,,,,,,abpfoodgroup.com,,Livestock,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Aldi UK,UK,,,,,Supermarket,,Discount,,suppliers@aldi.co.uk,,,,,,aldi.co.uk/suppliers,,Buying Team,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Arla UK,UK,,,,,Distributor,,Dairy,,farmers@arlafoods.com,,,,,,arla.co.uk,,Farmer Relations,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Asda (Walmart),UK,,,,,Supermarket,,Major Chain,,suppliers@asda.co.uk,,,,,,asda.com/suppliers,,Supplier Portal,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Bakkavor,UK,,,,,Distributor,,Fresh Prepared,,sourcing@bakkavor.com,,,,,,bakkavor.com,,Sourcing,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Bestway,UK,,,,,Wholesale,,Cash & Carry,,buying@bestway.co.uk,,,,,,bestwaywholesale.co.uk,,Buying,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Bidfood,UK,,,,,Wholesale,,Foodservice,,newproducts@bidfood.co.uk,,,,,,bidfood.co.uk/suppliers,,Supplier Team,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Booker (Tesco),UK,,,,,Wholesale,,Cash & Carry,,suppliers@booker.co.uk,,,,,,booker.co.uk/suppliers,,Supplier Team,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Booths,UK,,,,,Supermarket,,Regional Premium,,buying@booths.co.uk,,,,,,booths.co.uk/suppliers,,Buying,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Brakes,UK,,,,,Wholesale,,Foodservice,,suppliers@brake.co.uk,,,,,,brake.co.uk/suppliers,,Supplier Development,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Co-op Food,UK,,,,,Supermarket,,Cooperative,,ethicaltrading@co-op.co.uk,,,,,,coop.co.uk/suppliers,,Ethical Trading,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Costco UK,UK,,,,,Wholesale,,Membership,,ukbuying@costco.co.uk,,,,,,costco.co.uk/suppliers,,Buying,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Cranswick,UK,,,,,Distributor,,Meat/Poultry,,procurement@cranswick.plc.uk,,,,,,cranswick.plc.uk,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Culina Group,UK,,,,,Cold Storage,,Logistics,,newbusiness@culina.co.uk,,,,,,culina.co.uk,,Commercial,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Dairy Crest (Saputo),UK,,,,,Distributor,,Dairy,,uk.milksupply@saputo.com,,,,,,saputo.com,,Milk Supply,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Dawn Meats,UK,,,,,Distributor,,Beef/Lamb,,ukprocurement@dawnmeats.com,,,,,,dawnmeats.com,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
First Milk,UK,,,,,Distributor,,Dairy,,memberservices@firstmilk.co.uk,,,,,,firstmilk.co.uk,,Member Services,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Fowler Welch,UK,,,,,Cold Storage,,Fresh Produce,,sales@fowlerwelch.co.uk,,,,,,fowlerwelch.co.uk,,Commercial,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Fyffes UK,UK,,,,,Distributor,,Fresh Produce,,ukcommercial@fyffes.com,,,,,,fyffes.com,,Commercial,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
G's Fresh,UK,,,,,Distributor,,Salads/Veg,,sales@gs-fresh.com,,,,,,gs-fresh.com,,Commercial,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Gist,UK,,,,,Cold Storage,,Retail Logistics,,commercial@gist.co.uk,,,,,,gistworld.com,,Commercial,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Greencore,UK,,,,,Distributor,,Food Manufacturing,,procurement@greencore.com,,,,,,greencore.com,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Greenyard UK,UK,,,,,Distributor,,Fresh/Frozen,,uk@greenyard.group,,,,,,greenyard.group,,Sourcing,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Hilton Food Group,UK,,,,,Distributor,,Meat Packing,,info@hiltonfoods.com,,,,,,hiltonfoodgroupplc.com,,Procurement,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Iceland Foods,UK,,,,,Supermarket,,Frozen Specialist,,buying@iceland.co.uk,,,,,,iceland.co.uk/suppliers,,Buying,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
JJ Foodservice,UK,,,,,Wholesale,,Foodservice,,buying@jjfoodservice.com,,,,,,jjfoodservice.com,,Buying,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Kepak,UK,,,,,Distributor,,Beef,,livestock@kepakgroup.com,,,,,,kepak.com,,Livestock,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
Lidl UK,UK,,,,,Supermarket,,Discount,,buying@lidl.co.uk,,,,,,lidl.co.uk/suppliers,,Buying Team,,,,,,,,,,,,,,,,,,,,,,ALL_SUPERMARKET_CHAINS.csv,,,,,,,,,
