company,country,county,city,address,postal_code,category,subcategory,type,registration_id,email,email2,email3,phone,phone2,phone3,website,contact_person,contact_dept,contact_title,products,services,activity,employees,revenue,founded,vat_id,cui,status,notes,anofm_email,anofm_phone,anofm_address,web_email,web_phone,web_website,best_email,best_phone,best_address,verified,source_file,source_system,scrape_date,update_date,export_date,priority,score,tags,campaign_id,notes2
Bidfood Spain,ES,,,,,Wholesale,Foodservice Distributor,,,,,,,,,bidfoodiberia.com,,,,,,,,,,,,,Bidcorp subsidiary,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Guzman Gastronomia,ES,,,,,Wholesale,Foodservice Distributor,,,,,,,,,guzmangastronomia.com,,,,,,,,,,,,,Bidcorp Spain,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Igartza Foodservice,ES,,,,,Wholesale,Foodservice Distributor,,,,,,,,,igartzafoodservice.com,,,,,,,,,,,,,Bidcorp Spain,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Bidfood Portugal,PT,,,,,Wholesale,Foodservice Distributor,,,,,,,,,bidfoodportugal.pt,,,,,,,,,,,,,Bidcorp subsidiary,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Gruppo DAC,IT,,,,,Wholesale,Foodservice Distributor,,,,,,,,,gruppodac.eu,,,,,,,,,,,,,Bidcorp Italy,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Bidfood Farutex,PL,,,,,Wholesale,Foodservice Distributor,,,,,,,,,farutex.pl,,,,,,,,,,,,,Bidcorp Poland,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Bidfood UK,UK,,Slough,814 Leigh Road,SL1 4BD,Wholesale,Foodservice Distributor,,,,,,,,,bidfood.co.uk,,,,,,,,,,,,,Bidcorp UK,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Ahold Delhaize,NL,,,,,Retail,Supermarket Chain,,,,,,,,,aholddelhaize.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Aldi,DE,,,,,Retail,Discount Supermarket,,,,,,,,,aldi.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Auchan,FR,,,,,Retail,Hypermarket,,,,,,,,,auchan.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Carrefour,FR,,,,,Retail,Hypermarket,,,,,,,,,carrefour.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Coop,CH,,,,,Retail,Supermarket Chain,,,,,,,,,coop.ch,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Edeka,DE,,,,,Retail,Supermarket Chain,,,,,,,,,edeka.de,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
El Corte Ingles,ES,,,,,Retail,Department Store,,,,,,,,,elcorteingles.es,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Grupo IFA,ES,,,,,Wholesale,Buying Group,,,,,,,,,grupoifa.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
ICA Gruppen,SE,,,,,Retail,Supermarket Chain,,,,,,,,,icagruppen.se,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Jeronimo Martins,PT,,,,,Retail,Supermarket Chain,,,,,,,,,jeronimomartins.com,,,,,,,,,,,,,"EuroCommerce corporate member, Biedronka",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Kesko,FI,,,,,Retail,Supermarket Chain,,,,,,,,,kesko.fi,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Markant,DE,,,,,Wholesale,Buying Group,,,,,,,,,markant.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Mercadona,ES,,,,,Retail,Supermarket Chain,,,,,,,,,mercadona.es,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Metro AG,DE,,,,,Wholesale,Cash & Carry,,,,,,,,,metroag.de,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Musgrave Group,IE,,,,,Wholesale,Foodservice Distributor,,,,,,,,,musgravegroup.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Rewe Group,DE,,,,,Retail,Supermarket Chain,,,,,,,,,rewe-group.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Schwarz Group (Lidl/Kaufland),DE,,,,,Retail,Discount Supermarket,,,,,,,,,schwarz-gruppe.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Sonae,PT,,,,,Retail,Supermarket Chain,,,,,,,,,sonae.pt,,,,,,,,,,,,,"EuroCommerce corporate member, Continente",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Spar International,NL,,,,,Retail,Supermarket Chain,,,,,,,,,spar-international.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Tesco,UK,,,,,Retail,Supermarket Chain,,,,,,,,,tesco.com,,,,,,,,,,,,,EuroCommerce corporate member,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
WKO - Wirtschaftskammer Osterreich,AT,,,,,Association,Trade Association,,,,,,,,,wko.at,,,,,,,,,,,,,EuroCommerce national association,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Comeos,BE,,,,,Association,Trade Association,,,,,,,,,comeos.be,,,,,,,,,,,,,EuroCommerce national association,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Association of Modern Trade Bulgaria,BG,,,,,Association,Trade Association,,,,,,,,,moderntrade.bg,,,,,,,,,,,,,EuroCommerce national association,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
CCCI Cyprus Chamber of Commerce,CY,,,,,Association,Trade Association,,,,,,,,,ccci.org.cy,,,,,,,,,,,,,EuroCommerce national association,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
SOCR CR Czech Commerce Association,CZ,,,,,Association,Trade Association,,,,,,,,,socr.cz,,,,,,,,,,,,,EuroCommerce national association,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
BGA Bundesverband Grosshandel,DE,,,,,Association,Wholesale Association,,,,,,,,,bga.de,,,,,,,,,,,,,EuroCommerce German wholesale,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
HDE Handelsverband Deutschland,DE,,,,,Association,Retail Association,,,,,,,,,einzelhandel.de,,,,,,,,,,,,,EuroCommerce German retail,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Dansk Erhverv,DK,,,,,Association,Trade Association,,,,,,,,,danskerhverv.dk,,,,,,,,,,,,,EuroCommerce national association,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Eesti Kaupmeeste Liit,EE,,,,,Association,Trade Association,,,,,,,,,kaupmeesteliit.ee,,,,,,,,,,,,,EuroCommerce national association,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
ANGED Spain,ES,,,,,Association,Retail Association,,,,,,,,,anged.es,,,,,,,,,,,,,EuroCommerce Spain large retailers,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
ASEDAS Spain,ES,,,,,Association,Supermarket Association,,,,,,,,,asedas.org,,,,,,,,,,,,,EuroCommerce Spain supermarkets,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Kaupan Liitto,FI,,,,,Association,Trade Association,,,,,,,,,kauppa.fi,,,,,,,,,,,,,EuroCommerce Finland,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
FCD France,FR,,,,,Association,Trade Association,,,,,,,,,fcd.fr,,,,,,,,,,,,,EuroCommerce France,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
ESEE Greece,GR,,,,,Association,Trade Association,,,,,,,,,esee.gr,,,,,,,,,,,,,EuroCommerce Greece,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
HGK Croatia Chamber of Commerce,HR,,,,,Association,Trade Association,,,,,,,,,hgk.hr,,,,,,,,,,,,,EuroCommerce Croatia,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
OKSZ Hungary Commerce Association,HU,,,,,Association,Trade Association,,,,,,,,,oksz.hu,,,,,,,,,,,,,EuroCommerce Hungary,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Retail Ireland,IE,,,,,Association,Retail Association,,,,,,,,,ibec.ie,,,,,,,,,,,,,EuroCommerce Ireland,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Confcommercio,IT,,,,,Association,Trade Association,,,,,,,,,confcommercio.it,,,,,,,,,,,,,EuroCommerce Italy,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Federdistribuzione,IT,,,,,Association,Distribution Association,,,,,,,,,federdistribuzione.it,,,,,,,,,,,,,EuroCommerce Italy distribution,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
LPIA Lithuania,LT,,,,,Association,Trade Association,,,,,,,,,lpia.lt,,,,,,,,,,,,,EuroCommerce Lithuania,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Luxembourg Confederation,LU,,,,,Association,Trade Association,,,,,,,,,confederation.lu,,,,,,,,,,,,,EuroCommerce Luxembourg,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
MKB Nederland,NL,,,,,Association,SME Association,,,,,,,,,mkb.nl,,,,,,,,,,,,,EuroCommerce Netherlands,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
RND Dutch Retail,NL,,,,,Association,Retail Association,,,,,,,,,rndweb.nl,,,,,,,,,,,,,EuroCommerce Netherlands retail,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Virke Norway,NO,,,,,Association,Trade Association,,,,,,,,,virke.no,,,,,,,,,,,,,EuroCommerce Norway,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
POHiD Poland,PL,,,,,Association,Trade Association,,,,,,,,,pohid.pl,,,,,,,,,,,,,EuroCommerce Poland,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
APED Portugal,PT,,,,,Association,Distribution Association,,,,,,,,,aped.pt,,,,,,,,,,,,,EuroCommerce Portugal,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
AMRCR Romania,RO,,,,,Association,Retail Association,,,,,,,,,amrcr.ro,,,,,,,,,,,,,"EuroCommerce Romania, major retail chains",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Svensk Handel Sweden,SE,,,,,Association,Trade Association,,,,,,,,,svenskhandel.se,,,,,,,,,,,,,EuroCommerce Sweden,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
TZS Slovenia,SI,,,,,Association,Trade Association,,,,,,,,,tzslo.si,,,,,,,,,,,,,EuroCommerce Slovenia,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
SAMO Slovakia,SK,,,,,Association,Trade Association,,,,,,,,,modernyobchod.sk,,,,,,,,,,,,,EuroCommerce Slovakia,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Birchall Foodservice,UK,,,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, 80+ years",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Blakemore Foodservice,UK,,,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, est 1917",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Brookstreet Foodservice,UK,,Suffolk,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, est 1990",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Country Valley Food,UK,,Middlesbrough,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, est 1971",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Creed Foodservice,UK,,,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, est 1972",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Dunns Food and Drinks,UK,,Scotland,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, est 1875",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
First Choice Foodservice,UK,,Burton upon Trent,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, est 1988",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Harlech Foodservice,UK,,North Wales,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,Country Range Group,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Henderson Foodservice,IE,,,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, Ireland",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
McClures Foodservice,UK,,Lake District,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, 80+ years",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Savona Foodservice,UK,,,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, 4500+ products",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Total Foodservice,UK,,Lancashire,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,Country Range Group,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Trevors Foodservice,UK,,Lancashire,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, 60 years",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Valley Foods,UK,,Jersey,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, est 1981",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Waterdene Foodservice,UK,,Leighton Buzzard,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, 40+ years",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
WestCountry Foodservice,UK,,,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, est 1856",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Europ Foodservice,ES,,,,,Wholesale,Foodservice Distributor,,,,,,,,,,,,,,,,,,,,,,"Country Range Group, Spain/Portugal, est 1987",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Brakes Group (Sysco),UK,,Ashford,"Enterprise House, Eureka Business Park",TN25 4AG,Wholesale,Foodservice Distributor,,,,,,+44 345 606 9090,,,brake.co.uk,,,,,,,,,,,,,"Sysco UK, 50000 customers",,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Sysco Ireland (Pallas Foods),IE,,,,,Wholesale,Foodservice Distributor,,,,,,,,,pallasfoods.com,,,,,,,,,,,,,Sysco Ireland,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Sysco Ireland (Crossgar),IE,,,,,Wholesale,Foodservice Distributor,,,,,,,,,crossgar.ie,,,,,,,,,,,,,Sysco Ireland,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Booker Wholesale (Tesco),UK,,,,,Wholesale,Cash & Carry,,,,,,,,,booker.co.uk,,,,,,,,,,,,,Tesco wholesale division,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Eurocash,PL,,,,,Wholesale,Cash & Carry,,,,,,,,,eurocash.pl,,,,,,,,,,,,,Largest in Central/Eastern Europe,,,,,,,,,,,,wholesale_europe,2025-12-31,,,,,,,
Grossmarkt Hamburg,DE,,Hamburg,Auf der Brandshofer Schleuse 2,20097,Wholesale Market,Fresh Produce,,,mail@ghvg.de,,,+49 40 78 43 69,,,grossmarkt-hamburg.de,,,,,,,,,,,,,North Germany largest fresh food centre,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Markthallen Munchen,DE,,Munich,Schaeftlarnstrasse 10,81371,Wholesale Market,Fresh Produce,,,markthallen@muenchen.de,,,+49 89 233 38500,,,markthallen-muenchen.de,,,,,,,,,,,,,"Europe 3rd largest fruit/veg market, 800K tonnes/year",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Hamberger Grossmarkt Berlin,DE,,Berlin,"Erna-Samuel-Str. 13, Moabit",10551,Wholesale Market,Cash & Carry,,,berlin@hamberger-cc.de,,,+49 30 772 050 0,,,hamberger-cc.de,,,,,,,,,,,,,"13000 sqm, 60000 products",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
GFI Grossmaerkte Deutschland,DE,,,,,Association,Wholesale Markets Association,,,,,,,,,grossmaerkte.org,,,,,,,,,,,,,German Fresh Food Markets Association,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Rungis International Market,FR,,Rungis,"1 rue de la Tour, BP 40316",94152,Wholesale Market,Fresh Produce,,,privacy@semmaris.fr,,,+33 892 700 119,,,rungismarket.com,,,,,,,,,,,,,"2nd largest wholesale market in world, 232 hectares, 13000 workers",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Mercabarna,ES,,Barcelona,"Pabellon G, carrer Major 75",08040,Wholesale Market,Fresh Produce,,,mb@mercabarna.cat,,,+34 93 556 30 00,,,mercabarna.es,,,,,,,,,,,,,"Main wholesale market in Europe, 700 companies",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Mercamadrid,ES,,Madrid,Avenida de Madrid S/N,28053,Wholesale Market,Fresh Produce,,,mercamadrid@mercamadrid.es,,,+34 917 850 000,,,mercamadridonline.com,,,,,,,,,,,,,"Main wholesale market Spain, 9000 employees, 800 companies",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Italmercati Network,IT,,Firenze,"Piazza E.Artom, 12",50127,Association,Wholesale Markets Network,,,info@italmercati.it,,,+39 055 43 931,,,italmercati.it,,,,,,,,,,,,,Italian wholesale markets business network,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
SogeMi Milano (Ortomercato),IT,,Milano,,,Wholesale Market,Fresh Produce,,,,,,,,,sogemi.it,,,,,,,,,,,,,"Largest in Italy, 1M tonnes/year, 102K sqm",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
CAR Roma (Centro Agroalimentare),IT,,Roma,,,Wholesale Market,Fresh Produce,,,,,,,,,agroalimroma.it,,,,,,,,,,,,,Rome wholesale market,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
CAAN Napoli,IT,,Napoli,,,Wholesale Market,Fresh Produce,,,,,,,,,,,,,,,,,,,,,,Naples wholesale market,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
CAAT Torino,IT,,Torino,,,Wholesale Market,Fresh Produce,,,,,,,,,,,,,,,,,,,,,,Turin wholesale market,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Mercafir Firenze,IT,,Firenze,,,Wholesale Market,Fresh Produce,,,,,,,,,,,,,,,,,,,,,,Florence wholesale market,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Food Center Amsterdam,NL,,Amsterdam,Jan van Galenstraat 4,1051 KM,Wholesale Market,Fresh Produce,,,info@foodcenter.nl,,,+31 20 580 6720,,,foodcenter.nl,M. Barends,,,,,,,,,,,,Largest assortment fresh products in NL,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Fresh Food Amsterdam,NL,,Amsterdam,Centrale Groothandelsmarkt 132,1051 LJ,Wholesale,Fresh Produce,,,info@freshfood-amsterdam.nl,,,,,,freshfoodamsterdam.nl,,,,,,,,,,,,,Fruit and vegetable wholesale,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
GroentenFruit Huis,NL,,,,,Association,Fresh Produce Association,,,,,,,,,groentenfruithuis.nl,,,,,,,,,,,,,Dutch Fresh Produce Centre,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Warsaw Bronisze Wholesale Market,PL,,Ozarow Mazowiecki,Poznanska 98,05-850,Wholesale Market,Fresh Produce,,,bronisze@bronisze.com.pl,,,+48 22 721 55 10,,,bronisze.com.pl,,,,,,,,,,,,,"Largest in Central/Eastern Europe, 42.5 ha, 1.2M tonnes/year",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
SPRH Polish Wholesale Markets,PL,,,,,Association,Wholesale Markets Association,,,,,,,,,sprh.pl,,,,,,,,,,,,,Polish Wholesale Markets Association,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
New Covent Garden Market,UK,,London,Nine Elms,,Wholesale Market,Fresh Produce,,,hello@cgma.co.uk,,,,,,newcoventgardenmarket.com,,,,,,,,,,,,,Largest fruit/veg/flower market in UK,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Smithfield Market,UK,,London,Farringdon,,Wholesale Market,Meat,,,,,,,,,smithfieldmarket.com,,,,,,,,,,,,,100K tonnes meat/year,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Billingsgate Fish Market,UK,,London,,,Wholesale Market,Fish,,,,,,,,,,,,,,,,,,,,,,London fish market,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Birmingham Wholesale Market,UK,,Birmingham,"The Hub, Nobel Way, Witton",B6 7EU,Wholesale Market,Fresh Produce,,,sales@mackbirmingham.co.uk,,,+44 121 622 4111,,,birminghamwholesalemarket.company,,,,,,,,,,,,,"Largest integrated wholesale in UK, 31K sqm",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
