email,company,country,city,website,contract_value_eur,commodity,commodity_short,trade_agreement,tariff_benefit,supplier_count,supplier_provinces,top_suppliers
2mtarqui@gmail.com,"MALDONADO ARQUITECTOS, S.L.",ESP,ALMERIA,,385454,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
2serie@diariodarepublica.pt,"General Electric Healthcare Portugal, Sociedade Unipessoal, Lda",PRT,Lisboa,https://diariodarepublica.pt,1085200,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3000-V-15-23@hops.hr,Energetski institut Hrvoje Požar,HRV,Zagreb,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3000-V-37-2023@hops.hr,KONČAR D&ST d.d.,HRV,Zagreb,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3000-V-40-23@hops.hr,Dalekovod d.d.,HRV,Zagreb,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3003-M-44-23@hops.hr,KONČAR - Inženjering d.o.o. za proizvodnju i usluge,HRV,Zagreb,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3003-M-45-23@hops.hr,RAVEL d.o.o.,HRV,Zagreb,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3.14office@gmail.com,АЛФА ПИ ПРОДЖЕКТ ООД,BGR,гр. София,,4000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3as@legalmail.it,Costituendo CONSORZIO 3AS,ITA,Roma,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3BASRL@LEGALMAIL.COM,3ba srl,ITA,torino,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3basrl@legalmail.it,RTP 3BA S.R.L.,ITA,Torino,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3d.infrastructure@orange.fr,3D INFRASTRUCTURE,FRA,VEAUCHE,,216798,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3protection@3protection.fr,3 PROTECTION,FRA,SAINT ANDRE LES VERGERS,,435871,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
3tiprogetti@legalmail.it,3 TI PROGETTI ITALIA - INGEGNERIA INTEGRATA S.p.A. (Mandante),IT,Roma (RM),www.3tiprogetti.it,20000000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
4d@4dstudio.eu,4D Építész Stúdió Korlátolt Felelősségű Társaság,HUN,Budapest,https://www.4dstudio.eu,100000000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
4roads@4roada.cz,4roads s.r.o.,CZE,Praha - Střešovice,,1302690,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
4roads@4roads.cz,4roads s.r.o.,CZE,Praha - Střešovice,,4250797762,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
71121byggkonsult@gmail.com,Projekt-Tid Skane AB,SE,Astorp,,2500000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
9liveshs@gmail.com,9 Lives Health and Safety Consultant,MLT,Pembroke,,6250,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a14projekty@gmail.com,"Andrzej Olszowski A 14 Usługi Projektowe, Nadzory Budowlane
",POL,Gorlice,,157487,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a29@pec.a29srl.it,A29 srl,ITA,Roma (RM),,2031005,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a2b@a2b.sk,"A2B, s.r.o.",SK,Zilina - Povazsky Chlmec,,4743260,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a3-coordinations-et-diags@orange.fr,A3 COORDINATIONS ET DIAGS,FRA,BOURGES,,300000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a3d.geometres@orange.fr,A3D GEOMETRES,FRA,Meru,,40000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a3justyna@gmail.com,Drogowa Pracownia Projektowa „A3” – Justyna Roman,POL,Tanowo,,179457,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a5programmation@gmail.com,a5 Programmation,FR,Marseille,,4205727,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a6@a6.cz,"ATELIER 6, s.r.o.",CZE,Praha - Žižkov,https://www.a6.cz/,37500000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aaaa@aaaa.es,F87 ARQUITECTURA INGENIERIA FACILITIES SLP,ESP,Barcelona,,132410,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
AAAA@AAA.ES,BOSLAN INGENIERÍA Y CONSULTORÍA S.A,ESP,MADRID,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.abel@teta-automation.de,Teta Automation GmbH,DEU,Kamp-Lintfort,,3429331,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aabuin@eptisa.com,EPTISA CINSA - SYSTRA-SUBTERRA,ESP,Leioa,,8229460,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aadne@energy-as.no,Energy AS,NOR,STAVANGER,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aagirre@anbiotek.com,ANBIOTEK SL - EUROFINS IPROMA 2024,ESP,Erandio,,832387,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aagtervkft@gmail.com,AAG-TERV Szolgáltató Kft.,HUN,Kistarcsa,,63300000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.airio@arris-ab.com,Arris AB,SE,STOCKHOLM,,5400000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.alexe@italrominginerie.com,ITALROM INGINERIE INTERNATIONALA,ROU,Bucuresti,https://www.italrominginerie.com,43026366,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aalille@aagroup.gr,AA LILLE,FRA,Villeneuve d'Ascq,,548114,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aamco@aamco.archi,AAMCO,FRA,Villeurbanne,,425000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aam@kemp-lauritzen.dk,Kemp &Lauritzen A/S,DNK,Albertslund,,136907808,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aam.umwelt@wessling.de,WESSLING GmbH - Labor,DEU,Altenberge,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbesteden@p2.nl,p2,NL,Rossum,http://www.p2.nl,10000000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbesteding@bugelhajema.nl,BügelHajema Adviseurs B.V.,NLD,ASSEN,http://www.bugelhajema.nl,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbesteding@dvtadvies.nl,DVTADVIES B.V.,NLD,UTRECHT,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@abo-group.eu,ABO,BEL,Sint-Denijs-Westrem,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@atosborne.nl,AT Osborne BV,NL,Baarn,http://www.atosborne.nl,10000000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@balance.nl,Balance Ervaring Op Projectbasis B.V.,NLD,Utrecht,http://www.balance.nl,6624000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@ce.nl,"CE - Onderzoek, Advies en Consultancy voor     Duurzaamheid B.V.",NLD,Delft,https://ce.nl/,12000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@db-m.nl,Dutch Build-Management B.V.,NL,Houten,http://www.db-m.nl,4,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@eelerwoude.nl,Eelerwoude B.V.,NLD,GOOR,http://www.eelerwoude.nl,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@greenchoice.nl,Greenchoice Zakelijk N.V.,NLD,Rotterdam,http://www.greenchoice.nl,4123994,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen.infratechniek@spie.com,SPIE Infratechniek B.V.,NLD,Breda,,27564000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@intergarantgroep.nl,InterConcept B.V.,NLD,'t Harde,http://www.interconcept.nl,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@kwakernaak.nl,Aannemings- en Install.Bedr. Kwakernaak B.V.,NLD,Groot-Ammers,,600000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@kwkbv.nl,KWK Huisvesting B.V.,NLD,ROTTERDAM,http://www.kwkbv.nl,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen-milieu@strukton.com,Strukton Milieutechniek B.V.,NLD,BREDA,http://www.struktonmilieutechniek.nl,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@movares.nl,Movares Nederland B.V.,NL,Utrecht,http://www.movares.nl,10000000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@nelissenbv.nl,Nelissen Ingenieursbureau B.V.,NLD,EINDHOVEN,http://www.nelissenbv.nl,240000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@ryse.nl,RYSE. B.V.,NLD,Utrecht,http://www.ryse.nl,575000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@siersgroep.nl,"Siers Leiding-Montage Projekten, Oldenzaal, B.V.",NLD,Oldenzaal,http://www.siersgroep.nl,300000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingenSI@remondis.nl,REMONDIS Smart Infra B.V.,NLD,LICHTENVOORDE,http://www.remondisnederland.nl/nl/smart-infra,498865,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbestedingen@stevensvandijck.nl,Stevens Van Dijck Bouwmanagers en Adviseurs B.V.,NL,Zoetermeer,http://www.stevensvandijck.nl,14400,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanbesteding@valstar-simonis.nl,Valstar Simonis,NL,Den Haag,http://www.valstar-simons.nl,300,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanvragen@ansinger.eu,ANSINGER B.V.,NLD,Hilversum,https://www.ansinger.eu,24750000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aanvragen@solyne.nl,Solyne B.V.,NLD,Amsterdam,https://www.solyne.nl,24750000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aao@adx-groupe.com,ADX GROUPE,FRA,VELIZY VILLACOUBLAY,,800000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aao.projekts@gmail.com,"Sabiedrība ar ierobežotu atbildību ""AAO Projekts""",LVA,Jēkabpils,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aapo.holma@solarvoima.fi,Solarvoima Oy,FIN,Espoo,,363900,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aapp@exceltic.com,EXCELTIC S.L.,ESP,Madrid,,670000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aapp@izertis.com,SIDERTIA SOLUTIONS S L,ESP,Madrid,,8121750,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aapp@qsafety.es,Q SAFETY BY QUIRON PREVENCION SA,ESP,Madrid,,2864920,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aaraud@gmail.com,BOURGOGNE DETECTION RESEAUX,FRA,DIJON,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aarcidiacono@protos-spa.it  ,Protos Check S.r.l.,ITA,Roma,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.arena@groupecarsey.fr,CARSEY 3D,FRA,Couvert,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aarne@starforest.ee,Osaühing Starforest,EST, Pärnu linn,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aasco-ra@aasco.fr,AS Courthezon,FR,Courthezon,,400000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aat_licitaciones@ayesa.com,"AYESA ADVANCED TECHNOLOGIES, S.A.",ESP,Sevilla,,585669,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.atzrodt@elektro-ova.de,Elektro OVA GmbH,DEU,Camburg,,331090,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aawn@cowi.se,COWI AB,SE,Goteborg,http://www.cowi.se,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abacusprogetti@pec.it,RT con mandataria ABACUS S.R.L.,ITA,Paciano,,1537855,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abalo@abaloarq.com,"UTE FUENCARRAL (constituida por INTECSA- INARSA, S.A.U)  - ABALO ARQUITECTURA E INGENIERIA, S.L.)",ESP,Madrid,,4283498,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
A.Banken@2-g.de,2G Energietechnik GmbH,DEU,Heek / Germany,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abarrena@azti.es,FUNDACION AZTI,ESP,SUKARRIETA,,1957719,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abartoli@kernel.corsica,KERNEL OPERATIONS,FRA,Ajaccio,,261525,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
ABAST@ABASTMEDICA.ES,ABAST MEDICA SL,ESP,Barcelona,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
ABaumann@rom-technik.de,Rud. Otto Meyer Technik GmbH & Co.KG,DEU,Aalen,http://www.rom-technik.de,5179,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.bayer@ibbayer.de,Bayer + Bayer Ingenieure Partnerschaft,DEU,München,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abazi.trockenbau@gmail.com,Abazi Innenausbau GmbH,DEU,Ludwigshafen,,1779499,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abbaixomondego@mail.telepac.pt,Associação de Beneficiários da Obra de Fomento Hidroagrícola do Baixo Mondego,PRT,Montemor-o-Veho,http://www.abofhbm.net/,900000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abbeville@latitudes-ge.fr,LATITUDES SELAS,FRA,ABBEVILLE,,480000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
ab@bokata.de,BoKaTa GmbH,DEU,München,,1238319,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abbuimnetz@aol.com,ABBU R.Methner & L.Ruhnow GbR,DEU,Cottbus,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abc@abc.cz,EMJ s.r.o.,CZE,Frýdlant,,83196620,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abdalla.amer@sweco.se,SWECO Sverige AB,SWE,Stockholm,,13916960,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abdou.ndiaye@groupefondasol.com,FONDASOL,FRA,Avignon,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
ab@dralle.dk,Dralle A/S,DNK,Hørsholm,,4495000,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.becker@hydra-institute.com,Hydra Wiesloch  / BiGe Geitz & Partner / Stowasserplan / Hydra Wiesloch / Hydra Büro für Gewässerökologie Mürle und Ortlepp / Haberbosch,DEU,Wiesloch,,506629,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.beckert@bc-plan.com,BC PLAN GmbH,DEU,Dresden,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.beenhakker@klimaatroute.nl,Klimaatroute,NLD,Amsterdam,,13194880,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.behnke@metallbau-behnke.com,Metallbau Behnke GmbH,DEU,Naumburg,,109601,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.behzadi@behzadi-architekten.de,Behzadi Architekten und Ingenieure GmbH,DEU,Leipzig,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abel@dektro.de,DEKTRO ABEL GmbH,DEU,Mannheim,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abel.rodriguez@gedine.com,UTE GENERAL DE INGENIERIA Y ESTRUCTURAS- PATH INGENIERIA CIVIL,ESP,CACERES,,429665,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abenitol@prointec.es,UTE PROINTEC-GEOCONSULT,ESP,Alcobendas (Madrid),,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.benko@ht-guenduez.de,Haustechnik Tamer Gündüz,DEU,Müllheim im Markgräflerland,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.benoit@ingebat.fr,&INGEBAT SIEGE/SATEC INGENIERIE/EMacoustic,FRA,Toulouse,,808500,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.berger@mateos-elec.com,MATEOS ELECTRICITE,FRA,FENOUILLET,https://www.mateos-elec.fr/,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.bergholz@immo-bau-bonn.de,IBB Immo Bau Bonn GmbH,DEU,Bonn,,329332,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
aberrenger@acierdistribution.com,ACIER dISTRIBUTION,FRA,La ferrière aux étangs,,130942,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
a.bertolini@plumesetglumes.com,De Plumes et de Glumes,FRA,Bully,,19650,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
A.BERTRAND@EDETELSYSTEMS.FR,EDETEL SYSTEMS,FRA,Larcay,,0,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
abgabe@gruber-gruppe.com,Gruber Innenausbau-Holzbau GmbH,DEU,Rötz,,9219515,Clean Technology & Renewables,cleantech,CETA,Duty-free,4,"BC, ON","Ballard Power Systems, Canadian Solar, Loop Energy"
