email,company,country,city,website,contract_value_eur,commodity,commodity_short,trade_agreement,tariff_benefit,supplier_count,supplier_provinces,top_suppliers
139_ekr@strabag.com,STR Mely- es Magasepito Korlatolt Felelossegu Tarsasag,HU,Budapest,http://www.strabag.hu,1197415092,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
13karakashev@gmail.com,БКС ЕООД,BGR,гр. Велики Преслав,,123169,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
13saserp@gmail.com,Etudes Realisations Projets,FRA,Salon-de-Provence,,387100,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
18graz@gmail.com,Alan Farrugia,MLT,Hal-Tarxien,,8910000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
20routes@corsovia.fr,CORSOVIA,FRA,Ajaccio,,6752882,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
2171_isofondsrl.fo00@infopec.cassaedile.it,ISOFOND SRL,ITA,FORLI',,8321022,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
25wog.kancelaria@ron.mil.pl,25. Wojskowy Oddział Gospodarczy w Białymstoku.,POL,Białystok,https://25wog.wp.mil.pl,5281866,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
2aroutes@corsocia.fr,CORSOVIA,FRA,Ajaccio,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
2bc@2b-concept-consulting.fr,2BConcept Consulting,FRA,Montauban de Bretagne,,52287497,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
2broutes@srhc.fr,SOCIETE ROUTIERE DE HAUTE-CORSE,FRA,Biguglia,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
2fwater@legalmail.it,2F WATER VENTURE SRL,ITA,ALBIGNASEGO (PD),,30613218,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
2GICOSTRUZIONISRL@GMAIL.COM,2GI,ITA,SAN MARCO IN LAMIS FOGGIA,,540400,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
2melektro.ponude@gmail.com,2M ELEKTRO d.o.o.,HRV,Karlovac,,3640175,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
2serie@diariodarepublica.pt,"Presdouro - Pré-Esforçados Beira Douro, S.A.",PRT,Santa Maria da Feira,https://diariodarepublica.pt,165362,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
3000-M-63-23@hops.hr,KONČAR - Inženjering d.o.o. za proizvodnju i usluge,HRV,Zagreb,,4509721,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
3000-V-4-23@hops.hr,KONČAR - Inženjering d.o.o. za proizvodnju i usluge,HRV,Zagreb,,6228362,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
3003-M-26-23@hops.hr,KONČAR - Inženjering d.o.o. za proizvodnju i usluge,HRV,Zagreb,,4316553,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
314arhitext@gmail.com,ATELIERUL ARHITEXT,ROU,Dumbravita,,83398178,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
3812.brand@gmail.com,Brand 2001 Kft,HUN,Monaj,,493935106,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
3afermetures@gmail.com,3A FERMETURES,FRA,Villeneuve-Tolosane,,6409972,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
3eme-opuse@casiope.fr,"3ème OPUS (mandataire) TREÏMA (cotraitant 1)  NORTEC INGENIERIE (cotraitant 2) 
BEHAL (cotraitant 3) MA-GEO (cotraitant 4) GINGER BURGEAP (cotraitant 5) GINGER CEBTP (cotraitant 6) SLAP (cotraitant 7) SYMOE (cotraitant 8) POSITIV (cotraitant 9) 
FLORES : AREP (mandataire) SYNAPSE CONSTRUCTION (co-traitant) ",FRA,LILLE,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
3rd.nest@gmail.com,THIRD NEST,ROU,Iasi,,40727929,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
3whiteltd@gmail.com,3 White Ltd,MLT,ST Paul's Bay,,8474576,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
4MURAARREDAMENTISAS@PEC.IT,4 MURA ARREDAMENTI S.A.S.,ITA,MOSCIANO S.ANGELO,,378,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
4vision@4vision.pl,4Vision Sp. z o.o. Sp.K.,POL,Opacz-Kolonia ,,2493482,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
8cbr@8cbr.lv,SIA 8 CBR,LV,"Smiltene, Smiltenes nov.",http://8cbr.lv/,22941711,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
9291.rm00@postepec.cassaedile.it,I.BE.CO. COSTRUZIONI ,ITA,ROMA,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a10ltd@abv.bg,А10 ЕООД,BGR,гр. Перник,,2358225,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a2a.caloreservizi@pec.a2a.eu,A2A Calore & Servizi S.r.l. (Mandataria),ITA,Brescia,,4637871,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a2m.munari@gmail.com,A2M,FRA,La Buisse,,1560759,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a2owatersrl@legalmail.it,A2O WATER S.R.L. S.B.,ITA,Jerzu,,9000000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.acostagomez@hotmail.com,ALBERTO ACOSTA GÓMEZ,ESP,VELADA,,218272,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.akar@gpggranit.com,GPG Granit,FRA,Saint-Jacques de la Lande,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aa@kuebler-sport.de,Kübler Sport GmbH,DEU,Backnang,,45058,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.allflatt@chasdallflatt.co.uk,Chas D. Allflatt,UK,King's Lynn,,14000000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.alsayed@reaconcept.fr,REA CONCEPT,FRA,La Courneuve,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aamna.advance@gmail.com,ADVANCE INGENIERIE SERVICES,FRA,Paris 1,,4215683,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbesteding.brussel@democo.be,CIRIL NV,BEL,"Herkenrodesingel 4B, 3500 Hasselt",,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbesteding@crabbe.be,Crabbé Dakwerken nv,BEL,Zoutleeuw,,218811,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbesteding@dvtadvies.nl,DVTadvies B.V.,NLD,Utrecht,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@aebi-schmidt.com,Aebi Schmidt Nederland bv,NL,Holten,http://www.aebi-schmidt.nl,1551425,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@bertensbouw.nl,Bertens Bouw B.V.,NLD,Tilburg,,1,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@bunnikgroep.nl,A. Bunnik B.V.,NLD,Alphen aan den Rijn,https://www.bunnikgroep.nl,8300000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@cordeel.eu,Cordeel Zetel Temse NV,BEL,Temse,,10885774,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@denoudengroep.com,Den Ouden Infra B.V.,NLD,Schijndel,,10290708,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@franki.be,FRANKI CONSTRUCT NV,BEL,Kontich,http://www.frankiconstruct.be/,10583235,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@gebrdeleeuw.nl,Gebr. De Leeuw B.V.,NLD,Oosterhout,http://gebrdeleeuw.nl,4640000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@ghentdredging.be,nv Ghent Dredging,BEL,Nazareth,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@hakkers.com,Hakkers Waterbouw B.V.,NL,WERKENDAM,http://www.hakkers.com,14000000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@hegeman.com,Hegeman Bouw & Infra B.V.,NLD,NIJVERDAL,http://www.hegeman.com,12700000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen.hk@eiffage.com,TM Herbosch-Kiere - CSM,BEL,Kallo,,12331144,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen-infra@mourik.com,Mourik Infra B.V.,NLD,GROOT-AMMERS,http://www.mourik.com,372843661,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@nelissenbv.nl,Nelissen Ingenieursbureau B.V.,NLD,Eindhoven,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen.oost@willemeninfra.be,WILLEMEN INFRA,BEL,Hasselt,,6576450,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@salverda.nl,Salverda Bouw,NLD,'t Harde,https://www.salverda.nl,10290708,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingenSI@remondis.nl,REMONDIS Smart Infra B.V.,NLD,LICHTENVOORDE,http://www.remondisnederland.nl/nl/smart-infra,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
Aanbestedingen@vermeulengroep.com,Aannemingsbedrijf Vermeulen Benthuizen B.V.,NLD,HAZERSWOUDE-DORP,http://www.vermeulengroep.com,2935590,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen@wavin.com,Wavin Nederland,NL,Hardenberg,http://www.wavin.nl,117549,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbestedingen.west@willemeninfra.be,Willemen Infra,BEL,Gent,,4673036,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbesteding@gebrvdpoel.nl,Gebr. Van der Poel B.V.,NLD,OUD ADE,http://www.gebrvdpoel.nl,4919482,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbesteding@gkbgroep.nl,GKB Realisatie B.V.,NLD,BARENDRECHT,http://www.gkbgroep.nl,3460285,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aanbesteding@houbennv.be,HOUBEN,BEL,Hasselt,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.angelov@europool.bg,ДЗЗД Пиргос 2021,BGR,София,,17302707,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aankoop@audebo.be,AUDEBO,BEL,Lochristi,,9235492,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aao.projekts@gmail.com,"Sabiedrība ar ierobežotu atbildību ""AAO Projekts""",LVA,Jēkabpils,,22192759,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aardilagomez@worldbank.org,International Bank for Reconstruction and Development,USA,Washington,,425412,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aare@duuabl.com,Duuabl Works OÜ,EST, Tallinn,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aarhus@jorton.dk,Jorton A/S,DNK,Aarhus,https://www.jorton.dk/,41533500,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aarsleff@aarsleff.lv,Aarsleff Baltic SIA,LVA,Rīga,,315774,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aarsleff@aarsleff.pl,AARSLEFF Sp. z o.o.,POL,Warszawa,,8269130,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.aufdermasch@mll-gmb.com,MLL Lichtschutzsysteme GmbH,DE,Preuisch Oldendorf,,89440,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
aaugendre@marisol.fr,MARISOL SAS,FRA,St Omer en Chaussée,https://marisol.fr/,520663,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
ab@a-bcharpente.fr,AMENAGER ET BATIR,FRA,VAUX LE PENIL,,4748568,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abachelier@daqua.fr,SARL,FRA,Les Sorinieres,,350000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
ab_ad@abv.bg, ,BG,,,464999999,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abagat@holz-und-dach.com,Holz und Dach GmbH & Co.KG Marcel Abagat,DEU,Velpke,,179145,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abako@euroaszfalt.hu,EuroAszfalt Építő és Szolgáltató Korlátolt Felelősségű Társaság,HUN,Üllő,https://euroaszfalt.hu,5883240,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abaldo@abaldo.es,"CIA. GRAL. CONSTRUCCIÓN ABALDO, S.A.",ESP,MADRID,,9438000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.baron@beirens.fr,BEIRENS,FRA,Buzancais,,9836975,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.barrier.perret-ra@groupeperret.fr,PERRET RHÔNE ALPES,FRA,CHABRILLAN,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.batardiere@epc-demosten.fr,EPC DEMOSTEN (TS1),FRA,Segré en Anjou,,285608000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.bau@aol.com,A. Rutkowski Hoch- und Tiefbau GmbH,DEU,Hosenfeld,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abaux86@orange.fr,Societe Abaux,FR,La Trimouille,,5242100,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abbaixomondego@mail.telepac.pt,Associação de Beneficiários da Obra de Fomento Hidroagrícola do Baixo Mondego,PRT,Montemor-o-Veho,http://www.abofhbm.net/,41800000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
ab@bokata.de,BoKaTa GmbH,DEU,München,,1921715,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abbruch@kesslerbewegts.com,Kessler bewegt's GmbH,AT,Nenzing,,580339,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abbruch@poppke.com,Sebastian Poppke GmbH,DE,Borgentreich,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abc@abc.cz,EMJ s.r.o.,CZE,Frýdlant,,910102352,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abc.deco@orange.fr,ABC DECO,FRA,Le Pradet,,6159479,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abc.en.co@gmail.com,АВС - ЧЕРТОГ,BGR,Ямбол,,2456704,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abc_en@mail.bg,АВС - ИНЖЕНЕРИНГ - Н ООД,BGR,гр. Ямбол,,2456704,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abcexpertconrep@gmail.com,ABC EXPERT CONREP,ROU,Bucuresti,https://www.nuaresite.ro,521209982,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abc.international26@yahoo.com,ABC-CON INTERNATIONAL SRL,ROU,Botosani,,141542726,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
ab-construction@orange.fr,AB CONSTRUCTION,FRA,VERTON,,1163730,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abdel.manssour@demathieu-bard.fr,BLB Constructions (mandataire du groupement),FR,Genay,,18980000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abdichtung.wien@i-a-t.at,IAT GmbH,AUT,Wien,,386766,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abdourraquib.impact2000@wanadoo.fr,sarl impact 2000,YT,Mamoudzou,,564798,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abeconsa@abeconsa.com,ABECONSA SLU-FTC OBRAS Y ENERGIA SA UTE LEY 18/1982 26 MAYO,ESP,Madrid,,22914826,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.behrendt@behrendt-werbetechnik.de,Behrendt Werbetechnik GmbH,DEU,Berlin,,14057,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abel.santa@strabag.com,STRABAG AG (STR M30 Konzorcium),AT,Spittal an der Drau,,39944503947,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.belvedere@tso-reali.fr,TSO REALI,FRA,CROSNE,,2200000,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.benaissati@missenard-quint.com,MISSENARD QUINT B,FRA,Saint-Saulve,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.bender@hundhausen.de,W. Hundhausen Bauunternehmung GmbH,DEU,Siegen,http://www.hundhausen.de,10750830,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abenergydeutschland@gruppoab.com,AB Energy Deutschland GmbH,DEU,Regensburg,,0,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
abergara@elecnor.es,"UTE CERDECILLA – LOS COTOS (constituida por 
ELECTREN, S.A.- ELECNOR SERVICIOS Y PROYECTOS, S.A.U.)",ESP,Madrid,www.adif.es,10303420,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
a.bernardo@m3r.fr,M3R,FRA,LINAS,,774382,Wood & Lumber Products,lumber,CETA,+45%,4,"QC, BC","West Fraser Timber, Canfor Corporation, Resolute Forest Products"
