email,company,country,city,website,contract_value_eur,commodity,commodity_short,trade_agreement,tariff_benefit,supplier_count,supplier_provinces,top_suppliers
135_EKR@strabag.com,STRABAG Vasútépítő Korlátolt Felelősségű Társaság,HUN,Budapest,https://www.strabag.hu,144203203592,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
136_ekr@strabag.com,STRABAG Vízépítő Korlátolt Felelősségű Társaság,HUN,Budapest,https://www.strabag.hu,23200327400,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
137_ekr@strabag.com,STRABAG Generalepito Korlatolt Felelossegu Tarsasag,HU,Budapest,http://www.strabag.hu,741093183,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
138_ekr@strabag.com,STRABAG Aszfalt Korlatolt Felelossegu Tarsasag,HU,Budapest,http://www.strabag.hu,7282000000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
139_ekr@strabag.com,STR Mely- es Magasepito Korlatolt Felelossegu Tarsasag,HU,Budapest,http://www.strabag.hu,1197415092,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
13karakashev@gmail.com,БКС ЕООД,BGR,гр. Велики Преслав,,123169,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
13saserp@gmail.com,Etudes Realisations Projets,FRA,Salon-de-Provence,,387100,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
18graz@gmail.com,Alan Farrugia,MLT,Hal-Tarxien,,8910000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
1998ulli@gmail.com,Full-Service-Rhein-Neckar,DE,Mulhausen,,249500,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
20routes@corsovia.fr,CORSOVIA,FRA,Ajaccio,,6752882,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
2171_isofondsrl.fo00@infopec.cassaedile.it,ISOFOND SRL,ITA,FORLI',,8321022,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
25wog.kancelaria@ron.mil.pl,25. Wojskowy Oddział Gospodarczy w Białymstoku.,POL,Białystok,https://25wog.wp.mil.pl,5281866,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
2aroutes@corsocia.fr,CORSOVIA,FRA,Ajaccio,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
2bc@2b-concept-consulting.fr,2BConcept Consulting,FRA,Montauban de Bretagne,,52287497,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
2broutes@srhc.fr,SOCIETE ROUTIERE DE HAUTE-CORSE,FRA,Biguglia,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
2fwater@legalmail.it,2F WATER VENTURE SRL,ITA,ALBIGNASEGO (PD),,30613218,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
2GICOSTRUZIONISRL@GMAIL.COM,2GI,ITA,SAN MARCO IN LAMIS FOGGIA,,540400,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
2melektro.ponude@gmail.com,2M ELEKTRO d.o.o.,HRV,Karlovac,,3640175,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
2serie@diariodarepublica.pt,"MOTA-ENGIL RENEWINGS, S.A.",PRT,"Rua do Rego Lameiro, nº. 38",https://diariodarepublica.pt,10259834084,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3000-M-63-23@hops.hr,KONČAR - Inženjering d.o.o. za proizvodnju i usluge,HRV,Zagreb,,4509721,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3000-V-36-23@hops.hr,BRODOMETALURGIJA D.O.O.,HRV,Split,,1779840,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3000-V-39-23@hops.hr,BRODOMETALURGIJA D.O.O.,HRV,Split,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3000-V-4-23@hops.hr,KONČAR - Inženjering d.o.o. za proizvodnju i usluge,HRV,Zagreb,,6228362,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3003-M-26-23@hops.hr,KONČAR - Inženjering d.o.o. za proizvodnju i usluge,HRV,Zagreb,,4316553,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
314arhitext@gmail.com,ATELIERUL ARHITEXT,ROU,Dumbravita,,83398178,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3812.brand@gmail.com,Brand 2001 Kft,HUN,Monaj,,493935106,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3afermetures@gmail.com,3A FERMETURES,FRA,Villeneuve-Tolosane,,6409972,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3eme-opuse@casiope.fr,"3ème OPUS (mandataire) TREÏMA (cotraitant 1)  NORTEC INGENIERIE (cotraitant 2) 
BEHAL (cotraitant 3) MA-GEO (cotraitant 4) GINGER BURGEAP (cotraitant 5) GINGER CEBTP (cotraitant 6) SLAP (cotraitant 7) SYMOE (cotraitant 8) POSITIV (cotraitant 9) 
FLORES : AREP (mandataire) SYNAPSE CONSTRUCTION (co-traitant) ",FRA,LILLE,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3rd.nest@gmail.com,THIRD NEST,ROU,Iasi,,40727929,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
3whiteltd@gmail.com,3 White Ltd,MLT,ST Paul's Bay,,8474576,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
4MURAARREDAMENTISAS@PEC.IT,4 MURA ARREDAMENTI S.A.S.,ITA,MOSCIANO S.ANGELO,,378,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
4vision@4vision.pl,4Vision Sp. z o.o. Sp.K.,POL,Opacz-Kolonia ,,2493482,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
8cbr@8cbr.lv,SIA 8 CBR,LV,"Smiltene, Smiltenes nov.",http://8cbr.lv/,22941711,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
9291.rm00@postepec.cassaedile.it,I.BE.CO. COSTRUZIONI ,ITA,ROMA,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a10ltd@abv.bg,А10 ЕООД,BGR,гр. Перник,,2358225,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a2a.caloreservizi@pec.a2a.eu,A2A Calore & Servizi S.r.l. (Mandataria),ITA,Brescia,,4637871,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a2m.munari@gmail.com,A2M,FRA,La Buisse,,1560759,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a2owatersrl@legalmail.it,A2O WATER S.R.L. S.B.,ITA,Jerzu,,9000000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aaaaa@aa.es,"PSAG AUTOMOVILES COMERCIAL ESPAÑA, S.A.",ESP,Madrid,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aa@barth-112.com,Wilhelm Barth GmbH&Co.KG,DE,Fellbach,,400000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.abbondandolo@gruppodimaio.it,OFFICINE DI MAIO Srl,ITA,CALITRI,,1019000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aabestedingen@vanmossel.be,Van Mossel DC,BEL,Brugsesteenweg 30,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.acostagomez@hotmail.com,ALBERTO ACOSTA GÓMEZ,ESP,VELADA,,218272,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aafermetures@orange.fr,Alliance aluminium,FRA,mougins,https://alliance-aluminium.fr/,5487723,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.akar@gpggranit.com,GPG Granit,FRA,Saint-Jacques de la Lande,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aa@kuebler-sport.de,Kübler Sport GmbH,DEU,Backnang,,45058,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.allflatt@chasdallflatt.co.uk,Chas D. Allflatt Ltd,UK,King's Lynn,,14000000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aalonso@grupoortasa.com,"Autos Ortasa, S.A.",ESP,Erandio,,3872404,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.alsayed@reaconcept.fr,REA CONCEPT,FRA,La Courneuve,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aalvarezv@expalsystems.com,"RHEINMETALL EXPAL MUNITION, S.A.",LVA,Madrid,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.amendt@autohaus-teufel.de,Ernst Teufel GmbH,DEU,Ahlen,,628996,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aamna.advance@gmail.com,ADVANCE INGENIERIE SERVICES,FRA,Paris 1,,4215683,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbesteding.brussel@democo.be,CIRIL NV,BEL,"Herkenrodesingel 4B, 3500 Hasselt",,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbesteding@crabbe.be,Crabbé Dakwerken nv,BEL,Zoutleeuw,,218811,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbesteding@dvtadvies.nl,DVTadvies B.V.,NLD,Utrecht,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@aebi-schmidt.com,Aebi Schmidt Nederland bv,NL,Holten,http://www.aebi-schmidt.nl,1551425,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@bertensbouw.nl,Bertens Bouw B.V.,NLD,Tilburg,,1,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@bluekens.nl,Bluekens Truck en Bus B.V.,NLD,Breda,,6750000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@bunnikgroep.nl,A. Bunnik B.V.,NLD,Alphen aan den Rijn,https://www.bunnikgroep.nl,8300000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@cordeel.eu,Cordeel Zetel Temse NV,BEL,Temse,,10885774,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@denoudengroep.com,Den Ouden Infra B.V.,NLD,Schijndel,,10290708,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@franki.be,FRANKI CONSTRUCT NV,BEL,Kontich,http://www.frankiconstruct.be/,10583235,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@gebrdeleeuw.nl,Gebr. De Leeuw B.V.,NLD,Oosterhout,http://gebrdeleeuw.nl,4640000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@ghentdredging.be,nv Ghent Dredging,BEL,Nazareth,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@haaima.nl,Haaima B.V.,NLD,Leeuwarden,https://www.haaima.nl/,1,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@hakkers.com,Hakkers Waterbouw B.V.,NL,WERKENDAM,http://www.hakkers.com,14000000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@hegeman.com,Hegeman Bouw & Infra B.V.,NLD,NIJVERDAL,http://www.hegeman.com,12700000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen.hk@eiffage.com,TM Herbosch-Kiere - CSM,BEL,Kallo,,12331144,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen-infra@mourik.com,Mourik Infra B.V.,NLD,GROOT-AMMERS,http://www.mourik.com,372843661,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@nelissenbv.nl,Nelissen Ingenieursbureau B.V.,NLD,Eindhoven,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen.oost@willemeninfra.be,WILLEMEN INFRA,BEL,Hasselt,,6576450,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@salverda.nl,Salverda Bouw,NLD,'t Harde,https://www.salverda.nl,10290708,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingenSI@remondis.nl,REMONDIS Smart Infra B.V.,NLD,LICHTENVOORDE,http://www.remondisnederland.nl/nl/smart-infra,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@vanmossel.be,Van Mossel VMS Vlaams-Brabant,BEL,Diest,,2500000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
Aanbestedingen@vermeulengroep.com,Aannemingsbedrijf Vermeulen Benthuizen B.V.,NLD,HAZERSWOUDE-DORP,http://www.vermeulengroep.com,2935590,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen@wavin.com,Wavin Nederland,NL,Hardenberg,http://www.wavin.nl,117549,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbestedingen.west@willemeninfra.be,Willemen Infra,BEL,Gent,,4673036,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbesteding@gebrvdpoel.nl,Gebr. Van der Poel B.V.,NLD,OUD ADE,http://www.gebrvdpoel.nl,4919482,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbesteding@gkbgroep.nl,GKB Realisatie B.V.,NLD,BARENDRECHT,http://www.gkbgroep.nl,3460285,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aanbesteding@houbennv.be,HOUBEN,BEL,Hasselt,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.angelov@europool.bg,ДЗЗД Пиргос 2021,BGR,София,,17302707,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aankoop@audebo.be,AUDEBO,BEL,Lochristi,,9235492,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aao.projekts@gmail.com,"Sabiedrība ar ierobežotu atbildību ""AAO Projekts""",LVA,Jēkabpils,,22192759,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aapp@fraikin.es,"FRAIKIN ALQUILER DE VEHICULOS, S.A",ESP,Granollers,www.fraikin.es,43584664,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aardilagomez@worldbank.org,International Bank for Reconstruction and Development,USA,Washington,,425412,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aare@duuabl.com,Duuabl Works OÜ,EST, Tallinn,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.argirova@euroleaseauto.bg,  ,BG,,,44434296,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aarhus@jorton.dk,Jorton A/S,DNK,Aarhus,https://www.jorton.dk/,41533500,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aarsleff@aarsleff.lv,Aarsleff Baltic SIA,LVA,Rīga,,315774,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aarsleff@aarsleff.pl,AARSLEFF Sp. z o.o.,POL,Warszawa,,8269130,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a_arthanasiadi@argotrak.gr,ΕΜΠΟΡΙΚΗ ΜΗΧΑΜΗΝΑΤΩΝ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΩΝ ΕΙΔΩΝ Α.Ε.Ε ,GRC,ΑΘΗΝΑ,,469800,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.aufdermasch@mll-gmb.com,MLL Lichtschutzsysteme GmbH,DE,Preuisch Oldendorf,,89440,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
aaugendre@marisol.fr,MARISOL SAS,FRA,St Omer en Chaussée,https://marisol.fr/,520663,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.babanis@tbtts.de,TB Truck & Trailer Service GmbH,DEU,Krefeld,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
ab@a-bcharpente.fr,AMENAGER ET BATIR,FRA,VAUX LE PENIL,,4748568,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
abachelier@daqua.fr,SARL,FRA,Les Sorinieres,,350000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
ab_ad@abv.bg, ,BG,,,464999999,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
abagat@holz-und-dach.com,Holz und Dach GmbH & Co.KG Marcel Abagat,DEU,Velpke,,179145,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
abako@euroaszfalt.hu,EuroAszfalt Építő és Szolgáltató Korlátolt Felelősségű Társaság,HUN,Üllő,https://euroaszfalt.hu,5883240,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
abaldo@abaldo.es,"CIA. GRAL. CONSTRUCCIÓN ABALDO, S.A.",ESP,MADRID,,9438000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
abanilla@aridosabanilla.com,ARIDOS ABANILLA SL,ESP,FORTUNA,,0,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
abaran@lenormant.fr,SODICA SAS,FRA,DIEPPE,,241364,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
A.BARNIER@autobernard.com,BERNARD TRUCKS,FRA,Fontanil Cornillon,,13754000,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
a.baron@beirens.fr,BEIRENS,FRA,Buzancais,,9836975,Aluminum & Non-Ferrous Metals,aluminum,CETA,+378%,4,"QC, ON","Rio Tinto Alcan, Alcoa Canada, Novelis"
