company,cui,caen,country,city,address,email,email2,phone,phone2,website,contact_person,employees,revenue,profit,positions,sector,status,source,notes
Embers Call Center & Marketing d.o.o.,,,Bosnia,Tešanj,"Tešanj, Jelah, ul. Husein-kapetana Gradaščevića broj 99",,,,,,,,,,,Call center / BPO,active,BOSNIA,
Fox Energy Društvo za telemarketing i trgovinu d.o.o. Sarajevo,,,Bosnia,Ilidža,"Ilidža, Sarajevo, ul. Tvornička broj 3",,,,,,,,,,,Call center / BPO,active,BOSNIA,
"HR Outsourcing Kadrovske usluge, Agencija za privremeno zapošljavanje d.o.o. Sarajevo",,,Bosnia,Centar,"Centar, Sarajevo, ul. Hamdije Kreševljakovića br. 7A",,,,,,,,,,,Call center / BPO,active,BOSNIA,
International Contact Center Društvo za marketing i usluge d.o.o. Sarajevo,,,Bosnia,Ilidža,"Ilidža, Sarajevo Dio, ul. Džemala Bijedića broj 226",,,,,,,,,,,Call center / BPO,active,BOSNIA,
Kuck+Schmidt Contactcenter d.o.o. Sarajevo- U LIKVIDACIJI,,,Bosnia,Sarajevo-Novi Grad,"Sarajevo-Novi Grad, Sarajevo Dio, ul. Bulevar Meše Selimovića br. 16",,,,,,,,,,,Call center / BPO,active,BOSNIA,
OUTSOURCED Društvo za konsalting d.o.o. Sarajevo,,,Bosnia,Centar,"Centar, Sarajevo, ul. Maršala Tita 7",,,,,,,,,,,Call center / BPO,active,BOSNIA,
Southeast Europe Outsourcing Solutions Društvo za posredovanje i usluge d.o.o.,,,Bosnia,Hadžići,"Hadžići, Sarajevo, ul. Zlatnih Ljiljana br.37",,,,,,,,,,,Call center / BPO,active,BOSNIA,
SympaTel Telemarketing d.o.o. Tuzla,,,Bosnia,Tuzla,"Tuzla, Tuzla, ul. Turalibegova br. 22",,,,,,,,,,,Call center / BPO,active,BOSNIA,
Teleperformance Support Services GmbH,,,Bosnia,Germany,"Germany, 44227 Dortmund, Martin-Schmeißer-Weg 18, Germany",,,,,,,,,,,Call center / BPO,active,BOSNIA,
Transcom WorldWide AB,,,Bosnia,Sweden,"Sweden, 11343 Štokholm, Halsingegatan 40, plan 15, Sweden",,,,,,,,,,,Call center / BPO,active,BOSNIA,
Transcom WorldWide d.o.o. Tuzla,,,Bosnia,Tuzla,"Tuzla, Tuzla, Aleja Alije Izetbegovića broj 3",,,,,,,,,,,Call center / BPO,active,BOSNIA,
WW Outsourcing d.o.o. Sarajevo,,,Bosnia,Sarajevo-Centar,"Sarajevo-Centar, Sarajevo, ul. Hamdije Kreševljakovića br. 7A",,,,,,,,,,,Call center / BPO,active,BOSNIA,
Comdata Czech a.s.,,,Czech Republic,Praha,"V olsinach 2300/75, Strasnice, 100 00 Praha 10",info@comdataczech.cz,,,,www.comdatagroup.cz,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79512000 | Value: 196882489.0
Comdata PRO s.r.o.,,,Czech Republic,Brno,"Cyrilska 508/7, Trnita",,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79512000 | Value: 196882489.0
"Teleperformance CZ, a.s.",,,Czech Republic,Pardubice,"Sukova trida 1556, Zelene Predmesti",,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79512000 | Value: 196882489.0
Comdata Holding France,,,France,Gennevilliers,1 avenue du General de Gaulle,,,,,https://france.comdatagroup.com/fr/a-propos/qui-sommes-nous-france,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79512000 | Value: 0
conduent Business Solutions,,,France,Guilherand Granges Cedex,1 rue Claude Chappe BP 345,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 15894500 | Value: 2178603.0
Docaposte BPO,,,France,Ivry-sur-Seine,45/47 boulevard Paul Vaillant Couturier,,,,,https://www.docaposte.com/,,,,,,Call center / BPO,active,TED_2021 | TED_2022,TED 2021 | CPV: 72413000 | Value: 1673517.0
docaposte bpo is,,,France,Ivry-sur-Seine,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 64120000 | Value: 760000.0
Arvato Systems Digital GmbH,,,Germany,Leipzig,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 72300000 | Value: 0.01
Arvato Systems Perdata GmbH,,,Germany,Leipzig,Martin-Luther-Ring 7-9,sales.utilities@bertelsmann.de,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 72000000 | Value: 0.01
bhm Outsourcing - Personalmanagement - Zeitarbeit GmbH,,,Germany,Mönchengladbach,"Pescher Straße 237, 41065 Mönchengladbach.",,,,,,,,,,,Call center / BPO,active,GERMANY/openregister,State: North Rhine-Westphalia
bhm Outsourcing Personalmanagement Zeitarbeit GmbH,,,Germany,Essen,"Huyssenallee 78-80, 45128 Essen.",,,,,,Stefanie Kirberger-Hirschmann,,,,,Call center / BPO,active,GERMANY/openregister,State: North Rhine-Westphalia
Majorel Berlin GmbH,,,Germany,Berlin,Wohlrabedamm 32,ausschreibungen.public@majorel.com,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79512000 | Value: 0
O-Ton Call Center Services GmbH,,,Germany,Dortmund,Huckarder Strae 12,info@o-ton-online.de,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79510000 | Value: 366654.0
projekt-plus GmbH Outsourcing Personaldienstleistungen,,,Germany,Heiligenstadt,Josef-Rodenstock-Str.,,,,,,Olaf Breitenstein,,,,,Call center / BPO,active,GERMANY/openregister,State: Thuringia
"select Arbeitsvermittlung, Zeitarbeit und Outsourcing (AZO) GmbH",,,Germany,München,Dachauer Str.,,,,,,Andreas Wilbert,,,,,Call center / BPO,active,GERMANY/openregister,State: Bavaria
TMS-Call Center Recruiting GmbH,,,Germany,Stuttgart,Seelbergstr.,,,,,,Argirios Antoniadis,,,,,Call center / BPO,active,GERMANY/openregister,State: Baden-Württemberg
COSMOTE E-VALUE  CONTACT CENTER,,,Greece,,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 64214200 | Value: 938637.0
COSMOTEE-VALUE  CONTACTCENTER,,,Greece,ATTIKI,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79500000 | Value: 5778780.0
Protocall 2009 Web-es Telemarketing Kft,,,Hungary,Ujlengyel,Ady E. utca 41.,kecskemeti.maria@protocall.hu,,,,http://www.protocall.hu,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79511000 | Value: 185677440.0
Credit Management Outsource Solutions (CMOS) Ltd,,,Ireland,Dublin D01T6R0,9 Seville Place,,,,,http://WWW.CMOS.IE,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79940000 | Value: 300000.0
OCS Outsourced Client Solutions,,,Ireland,Dublin 17,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 90910000 | Value: 2800000.0
Teleperformance KS Italia S.p.a. a socio unico,,,Italy,Rome,,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79315000 | Value: 2780000.0
Teleperformance KS Italia Spa a socio unico,,,Italy,Rome,,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79315000 | Value: 2780000.0
Transcom Worldwide Italy SpA,,,Italy,Cologno Monzese (MI),via Alessandro Volta 26,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79512000 | Value: 4498025.0
"Centric BPO Services (voor overige gunningen Q2 2022, zie bijlage)",,,Netherlands,'s-Hertogenbosch,Het Zuiderkruis 41,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79000000 | Value: 1.0
EWL OUTSOURCING SOLUTIONS RO. S.R.L.,,,North Macedonia,,,paula.stanga@ewl.ro,,,,,,,,,1,other,active,MASTER_ALL,
Concentrix Norway As Avd Kråkerøy,,,Norway,,,carsten.petersen@concentrix.com,,+4721316583,,,,,,,1,hospitality,active,MASTER_ALL | NORDIC,
Contact Center Sp. z o.o.,,,Poland,Warszawa,Stawki 2a,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 64211000 | Value: 1000700.0
Egor Outsourcing,,,Portugal,Lisboa,"Avenida Jose Malhoa, Edificio Europa, No 16-F 4o Piso",backoffice.comercial_out@egor.pt,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79714000 | Value: 25.56
3389 SOFTWARE OUTSOURCING SRL,33938160,6201,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, COLENTINA, nr. 16",,,0744645644,,,,1,444177,117201,,2,active,BILANT | BUC_ILFOV,
4 I CALL CENTER S.R.L.,49687200,,Romania,Bucuresti Sectorul 2,DEPOULUI 11 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
A&I BPO SERVICES S.R.L.,34562720,7022,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, Salcamului, nr. 37A",,,0723318635,,,,10,2212368,373539,,Call center / BPO,active,BILANT,
A.R.G.O.S - ADVANCED ROMANIAN OUTSOURCING SERVICES SRL,32528471,,Romania,Bucuresti Sectorul 2,FABRICA DE GHEATA 8 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
AB TAX & PAYROLL  OUTSOURCING SRL,18647825,6920,Romania,Municipiul Timisoara,"Municipiul Timisoara, MARTIR CRISTINA LUNGU, nr. 2",,,,,,,1,553309,283424,,Call center / BPO,active,BILANT,
AC SOFT DEVELOPPEMENT SRL,21519770,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, IANCU DE HUNEDOARA, nr. 54B",,,3156100,,,,15,4267107,668070,,1,active,BILANT,
ACCACE OUTSOURCING SRL,31043206,,Romania,Bucuresti Sectorul 1,VICTORIEI 145 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ACCOUNTAX OUTSOURCING SRL,36545785,6920,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, UNIRII, nr. 37",,,0726241360,,,,1,846482,373973,,3,active,BILANT | BUC_ILFOV,
ACCTAS BPO S.R.L.,39684354,7022,Romania,Bucuresti Sectorul 4,"Bucuresti Sectorul 4, Sector 4, BUCUR, nr. 16",,,,,,,2,663728,22771,,4,active,BILANT,
ACTIVITATI CADOU SRL,38302421,8220,Romania,Municipiul Turda,"Municipiul Turda, RAZBOIENI, nr. 31A",,,0264313112,,,,1,204702,87091,,Call center / BPO,active,BILANT,
AD11 CALL CENTER S.R.L.,48879908,,Romania,Bucuresti Sectorul 1,GHEORGHE SIMIONESCU 19 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ADMIN MASTER EVOLUTION S.R.L.,49136758,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, SCARLATESCU, nr. 3",,,0730323232,,,,1,280000,212605,,1,active,BILANT,
ADVANCE2000 TRANSILVANIA S.R.L.,46118030,8220,Romania,Municipiul Sfantu Gheorghe,"Municipiul Sfantu Gheorghe, KOKENYES, nr. 21A",,,0750460021,,,,4,2424133,1805009,,Call center / BPO,active,BILANT,
AEF SERVICES S.R.L.,36095877,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, CONSILIUL EUROPEI, nr. 1",,,,,,,7,1800000,684384,,Call center / BPO,active,BILANT,
AFORTI SERVICES ROMANIA S.R.L.,47439569,8220,Romania,Bucuresti Sectorul 6,"IULIU MANIU, 7, Bucuresti Sectorul 6, Bucuresti",,,0721173279,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
AGENT CONTA SOFT S.R.L.,48900740,8220,Romania,"Loc. Avrig, Oras Avrig","Loc. Avrig, Oras Avrig, CANEPII, nr. 52",,,0746151641,,,,1,658834,544143,,Call center / BPO,active,BILANT,
AIM HR OUTSOURCING SRL,15387763,,Romania,Bucuresti Sectorul 2,Str. W.A.Mozart 16B 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ALC FULL OUTSOURCING SERVICES SRL,33747135,7022,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, SG. CONSTANTIN GHERCU, nr. 14",,,0740317699,,,,1,292824,96621,,6,active,BILANT | BUC_ILFOV,
ALEXROMAN OUTSOURCING S.R.L.,46731408,6201,Romania,Municipiul Craiova,"Municipiul Craiova, 1 DECEMBRIE 1918, nr. 24",,,,,,,1,480222,411313,,Call center / BPO,active,BILANT,
ALLIED TELESIS INTERNATIONAL SUPPORT & EDUCATION CENTER (SEC) SRL,28352112,8220,Romania,Municipiul Iasi,"Municipiul Iasi, NATIONALA, nr. 37",,,0745831662,,,,4,1035613,22484,,Call center / BPO,active,BILANT,
ALPHA CALL GROUP S.R.L.,41807912,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, (Bld) THEODOR PALLADY, nr. 66A",,,,,,,1,535029,133801,,3,active,BILANT,
ALTOCERE SOLUTIONS S.R.L.,46713746,8220,Romania,Bucuresti Sectorul 4,"Bucuresti Sectorul 4, Sector 4, ADRIAN DAN URUCU, nr. 1",,,,,,,13,4087375,1213238,,4,active,BILANT,
AMA BPO SOLUTIONS SRL,24591826,,Romania,Bucuresti Sectorul 6,Aleea Campul cu Flori 2A 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
AMEGO CALL CENTER SRL,36422685,,Romania,Bucuresti Sectorul 6,VALEA IALOMITEI 1A 6,catalin161616@yahoo.com,,0767801569,,,,,,,,Call center / BPO,active,BUC_ILFOV,
AMT OUTSOURCING S.R.L.,48129116,6201,Romania,Municipiul Craiova,"DOLJULUI, 4, Municipiul Craiova, Dolj",,,0765685054,,,,1,115342,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
APRO OUTSOURCING S.R.L.,50278560,6201,Romania,Municipiul Craiova,"NICOLAE TITULESCU, 35, Municipiul Craiova, Dolj",,,,,,,1,76804,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
ASCENSOS CONTACT CENTRES ROMANIA SRL,17596120,,Romania,Bucuresti Sectorul 2,FRUNZEI 26 2,recruitment.ro@ascensos.com,,+40770519620,,,Elena Bordeianu,,,,14,Call center / BPO,active,BUC_ILFOV,
ATENA-COUNSELING SERVICES S.R.L.,43474407,8220,Romania,Municipiul Brasov,"Municipiul Brasov, CARPATILOR, nr. 93",,,0743101001,,,,1,287802,156883,,Call center / BPO,active,BILANT,
AVANTA CONSULTING 2001 SRL,14332778,8220,Romania,Bucuresti Sectorul 4,"Str. Albinelor, 32, Bucuresti Sectorul 4, Bucuresti",,,0723599950,,,,2,195988,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
AVM OUTSOURCING S.R.L.,51727144,,Romania,Bucuresti Sectorul 4,SG. ION IRICEANU 4 4,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
B.M.S. DIGITAL MARKETING S.R.L.,38681570,8220,Romania,Bucuresti Sectorul 2,"MOSILOR, 158, Bucuresti Sectorul 2, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
BASSO SOFTWARE SOLUTIONS S.R.L.,42228927,8220,Romania,"Sat Salicea, Comuna Ciurila","Sat Salicea, Comuna Ciurila, SALICEA, nr. 89T",,,,,,,1,220823,131655,,Call center / BPO,active,BILANT,
BAVARI OS S.R.L.,48355350,8220,Romania,Municipiul Sighisoara,"Municipiul Sighisoara, MITROPOLIT ANDREI SAGUNA, nr. 26",,,0742165249,,,,1,211193,133115,,Call center / BPO,active,BILANT,
BDO OUTSOURCING SERVICES SRL,27032349,,Romania,Bucuresti Sectorul 3,Str. INVINGATORILOR 24 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
BEST OUTSOURCING SERVICES S.R.L.,43216505,7022,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, ILIOARA, nr. 27A",,,,,,,5,2459254,2011203,,3,active,BILANT | BUC_ILFOV,
BEST OUTSOURCING SOLUTIONS S.R.L.,47425784,7810,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, ILIOARA, nr. 27A",,,,,,,3,872234,587014,,3,active,BILANT | BUC_ILFOV,
BEST PHONE STORE SRL,38137308,8220,Romania,Municipiul Brasov,"Municipiul Brasov, DUPA INISTE, nr. 2",,,0722677474,,,,12,3058197,336869,,Call center / BPO,active,BILANT,
BIZZCOM OUTSOURCING SPECIALISTS S.R.L.,47174682,6209,Romania,Municipiul Onesti,"Municipiul Onesti, REDULUI, nr. 133D",,,0771504242,,,,1,1388912,992814,,Call center / BPO,active,BILANT,
BJORN AUGUST S.R.L.,42951206,8220,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, DOROBANTILOR, nr. 89",,,0744793831,,,,1,476862,-71095,,Call center / BPO,active,BILANT,
BLACK FOX CORPORATION S.R.L.,44643326,8220,Romania,Municipiul Oradea,"Municipiul Oradea, LIBERTATII, nr. 12",,,0742831840,,,,2,905221,578513,,Call center / BPO,active,BILANT,
BLC OUTSOURCING S.R.L.,40684153,7830,Romania,Bucuresti Sectorul 1,"ING. ZABLOVSCHI, 64A, Bucuresti Sectorul 1, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
BLOOM SALES S.R.L.,41291020,8220,Romania,"Sat Rauseni, Comuna Rauseni","Sat Rauseni, Comuna Rauseni, Brusturelui, nr. 9",,,,,,,1,303328,211669,,Call center / BPO,active,BILANT,
BLU REP S.R.L.,46278634,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, EUGENIU DE SAVOYA, nr. 11",,,0721906648,,,,1,552839,340023,,Call center / BPO,active,BILANT,
BLUE POINT CONTACT CENTER S.R.L.,48628850,,Romania,Bucuresti Sectorul 4,OLTENITEI 87-99 4,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
BOGDAN OUTSOURCING S.R.L.,43279678,6201,Romania,Municipiul Craiova,"Municipiul Craiova, BRESTEI, nr. 623",,,,,,,1,963551,798847,,Call center / BPO,active,BILANT,
BOXES CALL CENTER S.R.L.,41552070,8220,Romania,Municipiul Ploiesti,"Municipiul Ploiesti, PADURII, nr. 6",,,,,,,1,454988,337113,,Call center / BPO,active,BILANT,
BPO CATALYST SRL,34429393,8299,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, GRIGORE IONESCU, nr. 63",,,,,,,1,492830,436319,,2,active,BILANT | BUC_ILFOV,
BPO REAL ESTATE SRL,35268082,6832,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, ADY ENDRE, nr. 31",,,0740015004,,,,2,1662719,859259,,Call center / BPO,active,BILANT,
BPO SERV CONSULT S.R.L.,43675273,,Romania,Bucuresti Sectorul 6,SANDULESTI 2 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
BPO SOLUTIONS RO S.R.L.,50104393,6201,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, CORNELIU COPOSU, nr. 6-8",,,07371035615,,,,2,454348,109177,,3,active,BILANT | BUC_ILFOV,
BPO SYSTEM SRL,17901258,6311,Romania,Municipiul Piatra Neamt,"ARMONIEI, 48, Municipiul Piatra Neamt, Neamt",,,,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
BPO TOTAL CONSTRUCT SRL,17109178,,Romania,Bucuresti Sectorul 2,Sos. Iancului 41 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
BREZINSCHI TRANS CENTRE S.R.L.,50230510,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, LT. NICOLAE PASCU, nr. 1",,,0747221449,,,,1,277278,246387,,3,active,BILANT,
BRG TRANS CENTER S.R.L.,45862073,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, LT. NICOLAE PASCU, nr. 1",,,,,,,1,299959,173214,,3,active,BILANT,
BRIGHT COMMUNICATION S.R.L.,40970260,8220,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, ILGANI, nr. 12",,,,,,,14,4908406,1923643,,2,active,BILANT,
BTECH OUTSOURCING S.R.L.,47080707,6201,Romania,"Sat Ciofliceni, Comuna Snagov","Sat Ciofliceni, Comuna Snagov, CIOFLICENI, nr. 137A",,,,,,,1,807002,756373,,Call center / BPO,active,BILANT | BUC_ILFOV,
BUENO COM SRL,18939080,8220,Romania,Bucuresti Sectorul 5,"Bucuresti Sectorul 5, Sector 5, Aleea Botorani, nr. 11",,,0722654025,,,,1,557064,115269,,5,active,BILANT,
BURGVIL SRL,15262131,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, ROTASULUI, nr. 14",,,0745268468,,,,1,3886084,-74551,,1,active,BILANT,
BUSINESS CALL CENTER SRL,20914533,,Romania,Bucuresti Sectorul 2,"Str. Licurg, 6, Bucuresti Sectorul 2, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
BUSINESS OUTSOURCING SOLUTIONS SRL,35723388,,Romania,Bucuresti Sectorul 3,ILIOARA 27A 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
BUSINESS PROCESS OUTSOURCING S.R.L.,47156945,8299,Romania,Municipiul Sibiu,"Municipiul Sibiu, SALAJULUI, nr. 4",,,,,,,1,416798,367112,,Call center / BPO,active,BILANT,
BUZZ365 MEDIA OUTSOURCING SRL,28070545,,Romania,Bucuresti Sectorul 2,Aleea PETRE ANTONESCU 1 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
C & G OUTSOURCING SERVICES SRL,24782702,,Romania,Bucuresti Sectorul 3,Liviu Rebreanu 10 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
CABOT OUTSOURCING S.R.L.,47234040,6920,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, AVIATORILOR, nr. 47",,,,,,,1,450891,250803,,1,active,BILANT | BUC_ILFOV,
CAISSE HOTLINE ASSISTANCE S.R.L.,41713060,8220,Romania,Oras Voluntari,"Oras Voluntari, Alexandru Lapusneanu, nr. 19B",,,0722265200,,,,1,719880,638571,,Call center / BPO,active,BILANT,
CALL AND TALK SRL,32874610,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, ERNEST BROSTEANU, nr. 29",,,,,,,2,814201,372713,,1,active,BILANT,
CALL CENTER & SOFTWARE BSV S.R.L.,36344935,,Romania,Bucuresti Sectorul 3,FETITELOR 15 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
CALL CENTER & SOFTWARE SRL,32842848,,Romania,Bucuresti Sectorul 2,PETRICANI 4 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
CALL CENTER EXPERTISE SRL,24733351,9329,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, PENES CURCANUL, nr. 16-18",,,0723372651,,,,1,605647,387017,,3,active,BILANT | BUC_ILFOV,
CALL CENTER HOUSE SRL,35091826,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, MURES, nr. 39",,,,,,,1,496900,61459,,1,active,BILANT | FALIMENT,Procedure:  | Liquidator:
CALL CENTER STORE SRL,35093533,8220,Romania,Bucuresti Sectorul 1,"MURES, 39, Bucuresti Sectorul 1, Bucuresti",,,,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
CALL CENTER STUDIO S.R.L.,44833622,6202,Romania,Bucuresti Sectorul 4,"Bucuresti Sectorul 4, Sector 4, Natiunile Unite, nr. 3-5",,,0723018689,,,,1,218566,18098,,4,active,BILANT | BUC_ILFOV,
CALL SUPORT AS S.R.L.,48398343,8220,Romania,"Sat Selimbar, Comuna Selimbar","Sat Selimbar, Comuna Selimbar, CARMEN SYLVA, nr. 24",,,0744397976,,,,1,229850,110081,,Call center / BPO,active,BILANT | FALIMENT,Procedure:  | Liquidator:
CALL4BUSINESS ROMANIA SRL,37392540,8220,Romania,Municipiul Cluj-Napoca,"TRAIAN VUIA, 4, Municipiul Cluj-Napoca, Cluj",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
CALLCENTERNET ROMANIA SRL,23666513,,Romania,Bucuresti Sectorul 6,B-dul GHENCEA 79 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
CALLINVEST SRL,30687535,8220,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, EROILOR, nr. 12",,,0769099266,,,,1,246351,96365,,Call center / BPO,active,BILANT,
CALLQUANTS S.R.L.,40766261,8220,Romania,Municipiul Gherla,"Municipiul Gherla, GIRLEI, nr. 7",,,,,,,1,271514,89273,,Call center / BPO,active,BILANT,
CCEM  CALL CENTER ET MARKETING S.R.L.,52453004,,Romania,Bucuresti Sectorul 1,C. C. ARION 11 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
CDC OUTSOURCING S.R.L.,46432570,6201,Romania,Municipiul Craiova,"Municipiul Craiova, CONSTANTIN ARGETOIANU, nr. 17",,,,,,,1,460558,384210,,Call center / BPO,active,BILANT,
