tender_id,tender_title,tender_mainCpv,tender_country
e36c35ef-f611-4797-a869-773da8ea61e8,,,PT
e36eff55-2c39-4e1f-8f1a-f7984c8ca282,,79413000,UK
e376e4f0-eccb-4258-90a4-428e7d4ed0de,Ochrona obiektów Palmiarni wraz z Parkiem Wilsona,74613000,PL
e37845f6-f00f-424e-afd0-cbbcb8756ab1,TRASPORTI E SELEZIONE CARTA ANNO 2010,,IT
e379b378-f6a1-4f15-b500-efed6bef7301,BKP 273.3 Allg. Schreinerarbeiten,45215213,CH
e379f7eb-1ac1-4cc5-9305-92b16a828785,,71621000,UK
e37d8cc4-c3c5-43c5-b270-45445ca9df03,,,PT
e37e882b-bb39-47b3-a6d7-76c249282b32,"Udzielenie i obsługa kredytu zaciąganego przez Powiat Strzelecki w wysokości maksymalnej 9.875.487,00 PLN z przeznaczeniem na spłatę wcześniej zaciągniętych zobowiązań z tytułu zaciągniętych kredytów oraz finansowanie planowanego w 2009 roku deficytu budżetu Powiatu",66113000,PL
e37f750b-bd6b-4a9f-b02c-8aa4bc76c8ab,,60112000,UK
e37ff9a7-1671-48c0-9597-d03b46b32271,,64112000,DE
e381cd8e-fcd6-4f44-b87f-286f15d8d1fd,Świadczenie usług medycznych dla pracowników.,85000000,PL
e3876c28-747c-4b77-a0cb-448af5a92edc,Concours de maîtrise d'oeuvre pour la construction d'environ 74 logements sociaux.,,FR
e3889ddd-9a3a-4a7f-9f69-1e3f062eaae4,,34351100,FR
e3896377-7ac1-49cf-a0fc-2d2523214d9c,"Mpa3-09-165-Lvmt - rD 201 Commune d'inghem, rue d'herbelles - aménagement de la chaussée du PR 5+200 à 5+780 -.",45200000,FR
e389fb6a-76f5-4ff9-8a0e-771e70e64772,,45214310,DE
e38c8810-0c2d-4b94-b3a7-17abb6dfa8ba,,85141210,UK
e3915b6b-75c1-4ded-aaca-22b4ae90ba86,"PROCEDURA APERTA EX ART.54 D. LGS. 163/2006 PER L'AFFIDAMENTO IN CONVENZIONE DEL SERVIZIO DI RICOVERO, MANTENIMENTO E CURA DEI CANI RANDAGI, PER LA DURATA DI MESI VENTUNO. IMPORTO A BASE DI GARA EURO 130.968,00 OLTRE I.V.A. AL 20%.",,IT
e39297af-9eaa-43f0-9191-7fdc1b3d3a71,Travaux de réfection des toitures du lycée La Pléiade à Pont de Chéruy (38).,45261000,FR
e3984ee1-a186-463e-8886-207ab0ee1219,Produksjon og formidling av annonser,79822500,NO
e39a4c55-2e50-4cdc-918f-fddeec5ab15a,Wykonanie termorenowacji zawnetrznej wraz z ociepleniem nowego budynku szkoły Zespołu Szkół Ekonomicznych w Starogardzie Gdańskim przy ul. Sobieskiego 6,45000000,PL
e39a6513-f3e8-4245-9647-98d95cb4f1ee,"Pełnienie funkcji Inspektora Nadzoru Inwestorskiego dla przebudowy drogi wojewódzkiej nr 568 Goślice - Ciółkowo, na odcinku od km 0 + 014,80 do km 5 + 681,57 - nr postępowania 073/09",71540000,PL
e39b842b-5d59-4797-bc5e-fc02d8e095ff,Radovi na postavljanju i pokrivanju krovnih konstrukcija i s njima povezani radovi,45261000,HR
e39bdf49-fac9-4aa2-a700-d7f45e0f7892,,,PT
e39cade1-9e4e-49d8-8b9c-9b12790a88c4,"ACQUISIZIONE SABBIA PER SOTTOFONDAZIONE OCCORRENTE PER LAVORI DI COSTRUZIONE DI INGRESSO, POSTO DI GUARDIA Z.O. E STRADA DI COLLEGAMENTO PRESSO IL C.O.F.A. DI POGGIO RENATICO (FE)",,IT
e39fbb8c-fc9b-4c09-9528-720b4c04faf8,"Fourniture et mise à jour de logiciels antiviraux avec installation, formation et maintenance au chr.",,FR
e3a1483a-cade-4c3b-a3a0-886df19daf01,Provoz pevných linek pro Krajský úřad Ústeckého kraje,64200000,CZ
e3a4af22-1348-4cca-b6f5-7d1b5c2a6a93,Bodenverlege- und Bodenbelagsarbeiten.,45432200,DE
e3a93011-40a6-4f9d-8220-312c875f6e6b,,66114000,BE
e3a93d06-ab66-4b79-8c0c-4f672ce7d97e,Dostawa artykułów o charakterze świąteczno - bożonarodzeniowym przeznaczonych do dalszej odsprzedaży,24312400,PL
e3ae2cb1-d13c-4201-b7c1-5c628749324d,"AGGIUDICAZIONE FORNITURA DI LICENZE, SERVIZI E MANUTENZIONE SOFTWARE ALLA DITTA NOEMALIFE SPA",,IT
e3b09041-a712-4f54-b965-502a17c0cec9,75 fourniture de flans en or et en argent pour la monnaie de Paris,,FR
e3b15f91-ae21-4988-b7a5-cca1c0add916,,,PT
e3b26895-fbd0-4e4e-abda-24cc9c3dae3f,,90460000,DE
e3b4b548-6ad3-44e4-b785-4dc01a26bb01,Zakup wraz z dostawą betonu dla potrzeb wykonania posadzek w budynku Hali Remontowej w m. Świętoszów,28814000,PL
e3b7917f-67a4-4805-b3e8-c99b038af569,,45331100,DE
e3c1b22c-a64f-4ecc-a9de-054e3051708a,Dostawa ciągnika wraz z osprzętem oraz przeszkolenie personelu dla potrzeb MOSiR w Sandomierzu,16700000,PL
e3c3f614-331d-408c-879b-2bf0638ef641,Wykonanie dodatkowego wejścia w budynku komunalnym w Dołujach ul. Słoneczny Sad 22,45233252,PL
e3c63ec0-cfc6-4d93-8539-dc0859b78783,,,PT
e3c7ea2b-a694-4cf6-b747-e551870dc7de,"FUNKCIONALNO ISPITIVANJE I SERVIS IZOLACIONIH APARATA, SPIROSCAPE APARATA I ZAŠTITNIH MASKI",75251000,HR
e3c874fb-762d-4f6d-8a9d-4a254ac95245,Kurs Przewóz drogowy towarów niebezpiecznych oraz obsługa żurawi przeładunkowych typu HDS,80530000,PL
e3c91951-d412-4310-a880-d19c8dde5b31,Część I zamówienia - wymiana bram garażowych w budynku nr 13 w kompleksie wojskowym nr 4630 JW. 1050 w Rzucewie. Część II zamówienia - roboty drogowe w kompleksie nr 8645 JW. 2305 Gdańsk Westerplatte,45000000,PL
e3caa283-2e73-46ab-83e5-fa1014fe30c2,"Travaux de remplacement, optimisation et mise aux normes de la production d'eau chaude sanitaire.",09321000,FR
e3cb11e0-8723-4e15-86f0-1b75ddea0f4d,MANUTENZIONE FULL RISK APPARECCHI RADIOLOGICI,,IT
e3cea42e-ecf8-4ba1-a5d2-353afb01c4f9,,71315100,ES
e3d434dd-da00-4022-a5da-0d1e64abe87c,06 Travaux de menuiseries pvc et vitrerie - maintenance du patrimoine de Côte d'Azur Habitat à Nice,,FR
e3d6f4b5-f9ee-487b-a046-ef94aba6904b,Av. de la Gare et Bourg de Jougne,45222000,CH
e3db9133-0a55-4c0b-8d74-0daf89bea783,,,PT
e3e138a4-c309-4c65-85fa-5f4a78a28d85,ESECUZIONE DI INDAGINI DI LABORATORIO GEOTECNICO PER LA COSTRUZIONE DI IMPIANTI GEOTERMICI,,IT
e3e236e4-fdcf-44f9-b890-e2b18945e81b,NOV133419 - Quotations for Mayo County Council Recycling Centres 2010,,IE
e3e7f3f6-f8a1-4a85-918a-f2032d186289,"CONSTRUIRE GRADINITA CU 6 SALI DE CLASA SAT HALAUCESTI, COM. HALAUCESTI, JUD. IASI",45214100,RO
e3eedf33-150c-4b16-b187-079c83319715,MAR115817 - Newtownmountkennedy and Kilcoole Water Supply Scheme Ground Investigation,,IE
e3f26e86-9283-49fa-a4ff-31699d242524,"Przetarg nieograniczony na usługę zorganizowania i przeprowadzenia 2-dniowej konferencji promocyjno-informacyjnej, podsumowującej realizację projektu systemowego ROPS pn Akademia pomocy i integracji społecznej - wsparcie kadr.",79951000,PL
e3f2ab7e-14d4-42cb-bbdb-8b075ad26567,,50413200,FR
e3f8acf4-fb68-4556-a573-f952b9229d85,,,PT
e3fb7ccd-6d3c-44d2-85f2-effe0f8ae7bd,,,PT
e3fea7a8-bb82-41ff-b779-c1c1e8cfcbad,,72000000,FR
e3feb05c-cccd-4c9d-848b-45b5ab1164cb,Berlevåg rådhus rådgivere tilbudskonkurranse,71310000,NO
e4026572-4d6f-489b-ac29-8ce36bee5425,,,PT
e402adad-eaf1-4db8-be02-2cba9751c863,"Idejni, glavni i izvedbeni projekt rekonstrukcije oborinskog kolektora u Ulici Vjekoslava Dukića",74232000,HR
e4032b26-bd40-4ff5-9cb4-403cbe75039d,"Fourniture et livraison de téléphones, télécopieurs et accessoires destinés aux Services Municipaux. Année 2010 renouvelable pour 2011 et 2012. Montant (T.T.C.)/An : minimum 5 000 EUR - maximum 20 000 EUR.",,FR
e404bc2e-d37a-42bb-a21d-0ca93c0f7e9d,,,PT
e4083caf-ddf1-4678-8551-c1564bb18f34,,72225000,IE
e40851c1-8424-4c7d-bd88-700686e15708,,50000000,FR
e409b225-674d-41e7-8f1b-25535f7663b0,F23/012 Sanitärfertigzellen AZ St. Josef.,45215212,DE
e40b480c-d1f9-4452-bd89-6c5730ef1bc0,,,PT
e40b6be1-efe0-4665-9bb4-907305a9ded6,Mission de maîtrise d'oeuvre pour coye la foret - quai des chardonnerets. Réalisation d'environ 19 logements collectifs,,FR
e40f1bc9-cbab-45bd-9c01-afb9fa505f9a,APPALTO PER I LAVORI DI MANUTENZIONE EDILE DELLE STRUTTURE FOGNARIE PER L'ANNO 2009 - 2010.,,IT
e40f9d91-5aec-4ab4-9517-0d7de896086b,Montaż wraz z dostawą hali namiotowej nad kanałem dla prasy z kontenerem transportowym w Stacji Przeładunkowej Odpadów przy ul. Chopina w Darłowie -etap I,44211100,PL
e40ffa08-2263-4b56-a468-d844f5fc51d4,"Izvedba distributivne TK infrastrukture stambenog naselja Sopnica-Jelkovec sustavom mikrokabliranja optičkim kabelima, uređenje centralnog TK čvorišta Sopnica-Jelkovec, te isporuka i ugradnja aktivne mrežne opreme za pružanje usluga temeljenih na IP protokolu",45000000,HR
e410d426-2a4d-4467-89e9-ad8989b8668a,Usluge projektantskog nadzora nad izgradnjom smještajnih objekta vojarne u Petrinji,74262000,HR
e4116be4-6b34-4438-9508-ef52d4a41d2c,LAVORI DI SOMMA URGENZA PER IL RIPRISTINO DEGLI ALVEI DEI FOSSI PARANZA BAGNO E CAVONE IN COMUNE DI ORTE,,IT
e4122064-35c9-4c63-8b91-5b930cfe8044,"OCHRONA, SPRZĄTANIE W 2010 R.",74610000,PL
e412ad8a-7b0a-4d36-99e9-aafcb9c88720,Przetarg nieograniczony na dostawę pakietów przedłużenia serwisów na poszczególne podsystemy infrastruktury SAP w Uniwersytecie Marii-Curie Skłodowskiej w Lublinie (oznaczenie sprawy: PN/20-09/NA).,72591000,PL
e415724e-211b-4188-9c52-fca56a101b14,,71630000,FR
e415bb13-6f31-4d38-ab6b-fada15f647e3,,33000000,IT
e41a19b8-1bc9-43da-8903-0e441e093295,,,PT
e41dcbfc-bf98-4341-8cd4-90d57d4d6021,,33950000,UK
e41f4d85-5e25-4672-a4a9-6cb942f93e69,DELIBERA CIPE N° 3/06 - LAVORI DI COSTRUZIONE DI UN NUOVO EDIFICIO SCOLASTICO - 1° LOTTO FUNZIONALE,,IT
e4221da2-59d5-46c1-93b4-54b2eeacd38a,,,PT
e422a171-4b89-4131-9e0b-840b85184121,,33111620,AT
e42414f0-fce6-498b-84ee-29414e4278f8,"Usługa Wirtualnej Sieci Prywatnej IP, zbudowana na bazie sieci IP MPLS odseparowana od sieci Internet dla Prokuratury Okręgowej w Zielonej Górze, ul. Partyzantów 42 oraz prokuratur rejonowych okręgu zielonogórskiego",32412100,PL
e42462fe-32b8-4ece-a0e8-a7ead3be7b1f,NOLEGGIO SCAFALATURE MAGAZZINO,,IT
e428c006-086d-4634-af45-738b6d7f8e73,Dostawa produktów leczniczych określonych w terapeutycznym programie zdrowotnym,33622200,PL
e42a568c-c934-4171-93d2-c8b7d57628d4,,,PT
e42a95d6-a103-4e87-b18a-5bce028522ea,Remont stacji uzdatniania wody w ujęciu wody oligoceńskiej dla ludności zlokalizowanym przy ul. Grenadierów 51/59 wraz z konserwacją ujęcia.,65130000,PL
e42b081b-408e-4b67-9e97-ad1f4500eb02,Sukcesywna dostawa materiałów elektrycznych na potrzeby Uniwersytetu Przyrodniczego,31520000,PL
e42b61fa-5b2e-42b4-b6b5-349edc04a361,,14400000,FR
e42b75d7-96d9-4754-b339-81c324efc08d,DOWÓZ I ODWÓZ UCZNIÓW SZKÓŁ PODSTAWOWYCH I GIMNAZJUM NA TERENIE GMINY TWARDOGÓRA,60100000,PL
e42bda2e-d2e3-4724-9103-ebeab49e527b,Kiek in de Köki torni II etapi rekonstrueerimise ja restaureerimise täiendavad tööd,,EE
e42d3932-0474-459e-a22b-80e6bfc9af89,,,PT
e42ebcb8-8ad5-40f2-9f20-4d72b4025767,,,PT
e430625b-a6ad-491e-aaae-c917c6af9a21,,,PT
e43146e3-7958-4c99-b32e-d3ca1c7a7d76,,71247000,PL
e4342517-ae06-46a3-aa13-d0df672ac3c9,Izvođenje dodatnih radova na izgradnji objekta OŠ Veli Vrh (zgrada osnovne škole) iz Faze I,45000000,HR
e4371110-2127-4160-820d-b7fcc53a90fc,,44114000,HU
e4374339-0d88-44be-873b-ce36ed3564ba,Budowa sieci wodociągowej tranzytowej Bądzów - Potoczek,28862500,PL
e43813e0-b9a5-424e-aa9b-cbd40e0f12e8,,65310000,DE
e43be054-4636-4991-bd98-4a03af442644,"Ce marché fait suite à un appel d'offres infructueux. Achat de fournitures, produits et matériels pour la maintenance du patrimoine. Lot 2 : Fourniture de matériels de plomberie affaire no2008/015 références des précédents avis Boamp et Jou",,FR
e43da449-028d-4123-ab74-4f5a71067788,Eglise Saint Pierre - place Saint Pierre - nettoyage et restauration des 9 travées de la façade Sud-Ouest - lot 1 Laboratoire.,71621000,FR
e440c2a1-3a71-4ea6-8616-0431e3704ceb,,90911200,UK
e441319b-8cde-42cc-a9b9-2ce1414d0c43,"Vougy ""rue du 19 mars 1962""- mission de maîtrise d'oeuvre - construction de logements locatifs et création d'un lotissement avec lots à bâtir.",71200000,FR
e4443013-aa2a-4ba3-b863-e0cd081d349c,Fourniture de repas en liaison froide destinés au restaurant scolaire.,,FR
e44668df-b458-4e57-8d79-4016ce411245,,34111000,NO
e4493a23-0643-4efd-a503-bc393a076aed,,66515000,AT
e44aef88-f0fe-49dc-b593-e92fd26449f5,PROGETTAZIONE IMPIANTISTICA E SICUREZZA DEI CANTIERI AMPLIAMENTO ASILO NIDO INTERCOMUNALE PRIMAVERA,,IT
e44f2437-ebb7-4546-9ecf-6f9360827c9a,Nakup revij za Kemijski inštitut Ljubljana v letu 2010,,SI
e450cb86-7b42-40ea-91e6-fd00de61d759,,,PT
e451d7cc-aa99-4c33-abb5-399de4a99c01,Wykonanie projektu budowlanego wielobranżowego i projektów wykonawczych budowy 6 ścieżek rowerowych oraz pełnienie nadzoru autorskiego nad realizacją tych projektów,71240000,PL
e451e5ca-1671-46ff-a281-a89155affb1c,,,PT
e453ee43-e366-4aae-b6fc-f4ba210057c8,Travaux de rénovation du front d'accostage du quai de l'europe au port de commerce.,,FR
e456ba37-b03d-47a7-809f-ad167afc2045,LAVORI DI REALIZZAZIONE DELL'INFRASTRUTTURA DI RETE PROVINCIALE PER LA LARGA BANDA RELATIVAMENTE ALLA TRATTA BEZZECCA - RIVA DEL GARDA.,,IT
e45ad8a2-08b9-4a1a-8cff-fe8f373b904a,INTERVENTO DI SISTEMAZIONE DELLA VIABILITA' COMUNALE,,IT
e45fe710-91f0-49d3-8680-dff89949257b,,71311300,FR
e4633261-abce-4602-bbbd-d74c06422f5e,,71351000,RO
e46573a7-35bf-4ef3-a28e-8e3d0e2f4292,Przebudowa drogi gminnej ul. Modrzewiowa w Kluszkowcach,45111200,PL
e467f22f-9abb-4f6a-8247-1c8d2f76bbcc,Implantation et location d'une structure provisoire avec plafond dans le hall des pas perdus du bâtiment Nord dans le prolongement de la salle d'audience n°1 du palais de justice de Pontoise.,39100000,FR
e4684253-771d-4569-8c38-032d29efb503,,,GR
e46a6047-922e-467a-901a-91d805da638b,,22000000,NL
e46b9be1-b7f0-4bd2-b6cf-de8b84f4000a,,50312310,FR
e46d9896-2a28-47b0-9418-2ba358f574ec,"Dostawa sprzętu komputerowego dla Muzeum Zoologicznego UJ, nr sprawy: CRZP/UJ/422/2009",30213300,PL
e46f8e2e-55a5-4f1f-b2e7-4721adf0a28d,Postępowanie o udzielenie zamówienia w trybie z wolnej ręki na świadczenie usług zdrowotnych przy realizacji programów promocji zdrowia w Wojewódzkim Ośrodku Medycyny Pracy w Rzeszowie - program Pokonać hałas - WR - 17 - 09.,85121000,PL
e470e46c-252a-44dc-a8c3-3454240415ec,FORNITURA MATERIALE E SERVIZI FOTOGRAFICI PER LA P.M.,,IT
e471ea32-ae05-4bcd-8be8-bdc1eff693b7,"Dogradnja cjevovoda za vodu u Sesvetskom Kraljevcu ,Bihaćka ulica nastavak, iz Plana MKA GČ Sesvete za 2009",45231000,HR
e4730dc7-83a2-40e4-a742-18f5c3fa973a,,66510000,BG
e47761e3-42e3-425a-99f0-e4ffc1b4282f,Sustav za digitalizaciju radiologije,33110000,HR
e478ebd5-9dc0-4882-ac43-e09003513485,,45311000,FR
e47b40d1-1961-480a-ab9e-d01a65d6113e,Usługa nadzoru inwestorskiego przy realizacji zadania: Konserwacja pięciu drewnianych baraków dawnego KL Auschwitz II-Birkenau.,71520000,PL
e481f5f5-05a8-4b46-8ddd-7a729f2afea7,Extension et réhabilitation du Palais des congrès Europa/Travaux supplémentaires.,,FR
e484645f-e8a7-46a5-bbc0-945846d7aedc,Approvisionnement en consommables informatiques.,30000000,FR
e4853058-4c45-484d-b84b-4e6b76095ebb,RIQUALIFICAZIONE DELLA STAZIONE E DEL PIAZZALE,,IT
e486a260-230e-407a-8373-1878ab630567,,,PT
e486c912-31d8-4d0d-b7b9-bf19394225b8,SEP127038 - Tender for Banking Services,,IE
e4877672-20a2-4644-81f8-356ab751cfee,Marché relatif à l'exécution de services de transports scolaire pour les années scolaires 2009/2010 à 2011/2012. Lot unique.,,FR
e4882381-c953-443e-98d6-fabf25e9eae0,,,PT
e4890daf-6501-49ac-a4c7-de611b90a68a,SCHEDE ELETTORALI REFERENDUM 2009,,IT
e489ff38-0627-4168-8a80-c92b2e2e7daa,,45316110,FR
e48a0d6d-0ee6-421c-8a45-f8da3345b8dd,"Procedure adaptee marché de maîtrise d'oeuvre Construction de 8 logements individuels locatifs sociaux (programmation 2009 - plan de cohésion sociale) lotissement communal "" le hameau de la prairie "" 03000 neuvy.",,FR
e48ae29e-a90e-4006-9807-c037589ac889,,,PT
e48b6b2e-439a-49f3-838e-16e54b9db9e0,Świadczenie usług telekomunikacyjnych w zakresie telefonii komórkowej.,64212000,PL
e48c3807-08c2-413f-9248-da8b65c5eb7a,,45255500,PL
e48de372-1945-4d07-9b12-4ccc17764da1,,45234100,DE
e48df556-a742-4f9c-b8f0-edf8e8e181dd,Świadczenie usług z zakresu sprzątania pomieszczeń biurowych w Biurach Powiatowych i Wielkopolskim Oddziale Regionalnym ARiMR - 28 Zadań,74750000,PL
e494a058-a180-41e4-b2f3-318f71c5e762,RADOVI NA IZGRADNJI OKNA,45221200,HR
e495e9f9-1461-4e95-b48d-5d352bca0f62,SOSTANZE MEDICINALI VARIE,,IT
e496dc08-348b-4992-89cc-69a8fd763ae0,Nabava radioizotopa i radiofarmaka,24494000,HR
e4973a82-aa4d-4be7-9620-7f8a4cbe9d01,RIPRISTINO ED ADEGUAMENTO FUNZIONALE D'OPERA PUBBLICA DI BONIFICA MONTANA STRADA ZAPPINELLI - CISTERNA IN AGRO DEL COMUNE DI FONTEGRECA,,IT
e499e8d3-cd93-4a24-9d8b-e3f0d7c881e1,,77200000,ES
e49a2011-7212-490e-bb64-c5631aaedcc5,"69 travaux de couverture, d'etancheite et de couverture metallique pour la ville de Bron",,FR
e49f35d9-2474-4d97-a3c9-06c9774f638e,DOSTAWA LAMPY TYP THA OPTILIX 154/30/50 do APARATU SIRESKOP CX A/B rp 1997 Siemens dla SZGiCHP w Koszalinie,33111000,PL
e4aa6b31-79d7-4561-a781-b847950e0d81,Zakup i dostarczanie papieru do drukarek i kserokopiarek dla Gospodarstwa Pomocniczego Kancelarii Prezydenta RP.,30197644,PL
e4af3f4f-d0c5-4827-90d1-cd80555b54e4,FORNITURA STAMPATI (CARTELLA INTEGRATA T.I.N.),,IT
e4af96cb-8d59-4416-b9ae-542fe7e30ac0,,,PT
e4afb6d9-01b7-4fd7-b52e-b092e0bc5d3a,Affaire 09s0024 Collège Voltaire à Ussel - travaux - confortement d'un mur de soutènement.,45262620,FR
e4b139bc-c4d7-4418-a319-de563fa5fa7f,,71221000,DE
e4b148da-04ae-4983-a84d-a95b4887c6c3,,31625200,UK
e4b2fd0b-1bb6-42e1-92a9-a90ad1ace8a6,,50230000,NO
e4b3ae48-72e7-4bb6-8c39-5c927b20bbfb,LAVORI STRADALI,,IT
e4b53c2f-6181-4a4c-bb45-83c8f65a5081,,,PT
e4b6e88c-3720-46da-8d8a-ea376319f434,77 fourniture d'équipements de base de laboratoire et exécution de prestations associées à Marne-La-Vallée,,FR
e4b7f54b-522f-405c-9deb-b75e6da978ee,"ZADANIE NR 1: na zimowe utrzymanie dróg powiatowych i wojewódzkich na terenie powiatu lubańskiego w sezonie zimowym 2009/2010r. ZADANIE NR 2: na zimowe utrzymanie drogi powiatowej nr 2446D w km 8+680 - 10+161 na odc. Pobiedna - Czerniawa, oraz drogi wojewódzkiej 358 Włosień-Pobiedna na odcinku od km 22+720 do 26+594 w sezonie zimowym 2009/2010",90620000,PL
e4b87b2d-0fc9-47f4-8da3-25cf092b8967,Krankontroll,45232431,NO
e4bbff01-29eb-410c-8420-d3857b7ec884,,65310000,ES
e4bd0b1c-5000-490c-bed7-2a8aee672da1,,71314000,UK
e4bd993b-49d2-434e-b08e-7d1ba8b33905,,,PT
e4bfe3ed-de04-4890-9dde-2d24700681e0,13 Travaux d'entretien et de maintenance des bâtiments et infrastructures de la direction du traitement des déchets à Marseille,,FR
e4c0582d-22d1-4217-aad5-0d99bff7e906,"Usługi prawne dla Archidiecezji Łódzkiej w zakresie zamówień publicznych na prace konserwatorsko-restauratorskie, usługi oraz roboty budowlane w ramach realizacji indywidualnego projektu kluczowego Łask - Łódź - Piotrków Trybunalski - ku demokracji, humanizmowi, wielokulturowości - stworzenie trzech centrów idei w ramach Regionalnego Programu Operacyjnego Województwa Łódzkiego na lata 2007 - 2013, Oś Priorytetowa -Infrastruktura społeczna, Działanie - V.4 Infrastruktura kultury",79100000,PL
e4c0648f-6ab9-4760-8a15-7c22a26eb436,DEI LAVORI DI «REALIZZAZIONE ISOLA ECOLOGICA IN AREA COMUNALE PER LA RACCOLTA DIFFERENZIATA?,,IT
e4c11f21-fae6-4bba-a050-fb8dd9b93775,,,PT
e4c1344e-4726-466b-b3b0-68eaecb74183,"Réalisation de travaux d'entretien ou de réparation courante, de travaux neufs ou de grosses réparations dans tous les bâtiments ou édifices et espaces verts de la ville de Versailles et du Ccas.",,FR
e4c2e3d0-4885-4080-8b76-d6b4ea7194b4,"ESTENSIONE DEL SISTEMA INFORMATIVO PER LE ATTIVITÀ DI SCREENING AFFIDATO ALLA DITTA NOEMALIFE, MEDIANTE ACQUISIZIONE SW DEMETRA",,IT
e4c33ba9-edef-463b-829c-30e8dd0e2fae,,79950000,FR
e4c68799-5a47-4bf8-ade3-41958f6008fc,Aménagement de voirie programme 2009.,45233223,FR
e4c7be20-e49f-46fe-b9ec-13eb4a178b35,Dostawa produktów do działu żywnościowego WZW Jawor mleko i produkty mleczne,15500000,PL
e4c82975-aab6-490d-b5b3-a2f829844260,Przebudowa drogi gminnej przez wieś Świercze Siółki,45233120,PL
e4ce9b7b-1552-494f-a368-fc2d660a2938,,71221000,FR
e4d2cae3-5ff5-4f94-b1d9-f9714469bed6,09s0073.,,FR
e4d8d2af-6d88-4667-bef8-e35a1cc1abae,,64210000,FR
e4dcbeaf-70ac-48c8-9768-204141f277e0,,,PT
e4ddbf09-2c23-45b9-a43a-80fb220f8a44,,60441000,UK
e4e049ee-0a4c-4c1d-888c-220839be138f,PUBBLICAZIONE DI DUE MONOGRAFIE RELATIVE A VERTEBRATI E INVERTEBRATI NELLA COLLANA FAUNA D'ITALIA: REPTILIA E PROIFERA I,,IT
e4e0866c-ab91-4cc0-8fac-d850d31099c5,93 organisation de séjours vacances au profit des aulnaysiens agés de 4 à 17 ans révolus pour les vacances été de la zone C-année 2009 à Aulnay-sous-Bois,,FR
e4e103ae-7e57-45aa-be69-02f0332af999,Prügikastide ost ja paigaldus 2008,,EE
e4e26059-34d7-4996-9f35-4102c8c96808,,80000000,ES
e4e4f7fd-44d6-4303-9d76-f77b513637bb,SS 1-67BIS LAVORI DI ADEGUAMENTO PER IL MIGLIORAMENTO DELLA SICUREZZA - INTERVENTI A BREVE TERMINE,,IT
e4e557d5-d074-41f0-8f19-0cefdc0534a2,,,PT
e4e74eea-9821-40a9-bcd9-afe0f8d804b5,,,PT
e4e7af88-ec93-4814-a3d3-7f368fd7f97a,Réhabilitation du collecteur intercommunal entre la place du port et la station d'epuration.,45232410,FR
