address,caen,caen_label,city,county,cui,email,email_source,email_valid,industry,name,phone,phone_source,phone_valid,sector,source,website,website_valid
54,4621,comercianti_cereale,,,47729350,,,0,101,AGROFUR S.R.L.,+40784732511,,1,101,master_romania,,0
,4621,comercianti_cereale,,,45796484,,,0,,AGRO GAMA COOPERATIVA AGRICOLA,+40751227779,,1,,master_romania,,0
,4621,comercianti_cereale,,,33944846,,,0,,AGRO GOLD MIX S.R.L.,+40722519171,,1,,master_romania,,0
,4621,comercianti_cereale,,,45614655,,,0,,AGRO GORNESTI PROD S.R.L.,+40730294307,,1,,master_romania,,0
,4621,comercianti_cereale,,,50118739,,,0,,AGRO GRAINS S.R.L.,+40727776568,,1,,master_romania,,0
,4621,comercianti_cereale,,,26261670,,,0,,AGRO GRUP TOTAL S.R.L.,+40766540473,,1,,master_romania,,0
,4621,comercianti_cereale,,,25548980,,,0,,AGRO GRUP UNIREA SA,+40744590459,,1,,master_romania,,0
,4621,comercianti_cereale,,,25736674,,,0,,AGRO IMP-EXP MIXT SRL,+40721723940,,1,,master_romania,,0
,4621,comercianti_cereale,,,24771606,,,0,,AGROINVEST DISTRIBUTION S.R.L.,+40740234792,,1,,master_romania,,0
,4621,comercianti_cereale,,,49142474,,,0,,AGROINVEST ZAMBREASCA COOPERATIVA AGRICOLA,,,0,,master_romania,,0
,4621,comercianti_cereale,,,25647658,,,0,,AGRO KAME INVERS SRL,+40761973244,,1,,master_romania,,0
,4621,comercianti_cereale,,,37622363,,,0,,AGRO LAINAR TOTAL S.R.L.,+40734151940,,1,,master_romania,,0
,4621,comercianti_cereale,,,27435309,,,0,,AGRO LAKICS S.R.L.,+40744498888,,1,,master_romania,,0
,4621,comercianti_cereale,,,23507844,,,0,,AGRO LEOMIR SRL,+40795193354,,1,,master_romania,,0
,4621,comercianti_cereale,,,16087080,,,0,,AGRO LEU SRL,+40236469191,,1,,master_romania,,0
,4621,comercianti_cereale,,,27343965,,,0,,AGROLEV GROUP SRL,+40743080669,,1,,master_romania,,0
,4621,comercianti_cereale,,,27647115,,,0,,AGRO LINE EXPRES S.R.L.,+40784960701,,1,,master_romania,,0
Příkop 843,4621,comercianti_cereale,,,23229284,,,0,112,AGRO LINE INTERTRADING ROMSILO SRL,+40747041506,,1,112,master_romania,,0
,4621,comercianti_cereale,,,16228952,,,0,,AGRO LIVNIN SRL,+40239677481,,1,,master_romania,,0
,4621,comercianti_cereale,,,35204348,,,0,,AGROLOBBY SRL,+40722310839,,1,,master_romania,,0
,4621,comercianti_cereale,,,33095040,,,0,,AGROLORA INTERMED SRL,+40748591382,,1,,master_romania,,0
,4621,comercianti_cereale,,,24244991,,,0,,AGROLUM SRL,+40724636310,,1,,master_romania,,0
,4621,comercianti_cereale,,,29489976,,,0,,AGROMADTRADING BUSINESS SRL,+40727495271,,1,,master_romania,,0
,4621,comercianti_cereale,,,25998667,,,0,,AGROMARCELIN SRL,+40744932014,,1,,master_romania,,0
,4621,comercianti_cereale,,,6666572,,,0,,AGROMAR EXPERT TOP SRL,+40747059492,,1,,master_romania,,0
,4621,comercianti_cereale,,,45872000,,,0,,AGROMARGINEAN COOPERATIVA AGRICOLA,+40746452504,,1,,master_romania,,0
,4621,comercianti_cereale,,,27223098,,,0,,AGRO MARIA ALEXANDRA SRL,+40734627351,,1,,master_romania,,0
,4621,comercianti_cereale,,,45712939,,,0,,AGRO MARKET BARZ COOPERATIVA AGRICOLA,+40753088917,,1,,master_romania,,0
,4621,comercianti_cereale,,,9003981,,,0,,AGRO MARKET SRL,+40241642166,,1,,master_romania,,0
,4621,comercianti_cereale,,,51657553,,,0,,AGROMAR SUD EST COOPERATIVA AGRICOLA,+40768759590,,1,,master_romania,,0
,4621,comercianti_cereale,,,27950746,,,0,,AGROMAR UNION SRL,+40723294382,,1,,master_romania,,0
,4621,comercianti_cereale,,,15154482,,,0,,AGRO M.A.S.G. S.R.L.,,,0,,master_romania,,0
,4621,comercianti_cereale,,,32029560,,,0,,AGROMAT DEP SRL,+40768148863,,1,,master_romania,,0
,4621,comercianti_cereale,,,18911721,,,0,,AGRO MECANIZATORUL SRL,+40729234855,,1,,master_romania,,0
,4621,comercianti_cereale,,,27771465,,,0,,AGROM EDY S.R.L.,+40743127904,,1,,master_romania,,0
,4621,comercianti_cereale,,,27657275,,,0,,AGROMEGA CEREAL SRL,+40757047612,,1,,master_romania,,0
,4621,comercianti_cereale,,,51399780,,,0,,AGROMEP TEO S.R.L.,+40729258255,,1,,master_romania,,0
,4621,comercianti_cereale,,,27988104,,,0,,AGROMIHMAIS SRL,+40734787064,,1,,master_romania,,0
,4621,comercianti_cereale,,,26050347,,,0,,AGRO-MITELE COOPERATIVA AGRICOLA,+40749282886,,1,,master_romania,,0
,4621,comercianti_cereale,,,28699066,,,0,,AGRO MIXT EXPERT S.R.L.,+40763423591,,1,,master_romania,,0
Petrská 1426,4621,comercianti_cereale,,,22310495,,,0,424,AGRO MONDO S.R.L.,+40720116942,,1,424,master_romania,,0
,4621,comercianti_cereale,,,25604703,,,0,,AGRO - NICK INVENT SRL,+40729478520,,1,,master_romania,,0
,4621,comercianti_cereale,,,29242428,,,0,,AGRONUC COMP SRL,+40754801284,,1,,master_romania,,0
,4621,comercianti_cereale,,,19207466,,,0,,AGRO OLTENIA SRL,,,0,,master_romania,,0
,4621,comercianti_cereale,,,30068849,,,0,,AGRO ONIX SRL,+40732405095,,1,,master_romania,,0
,4621,comercianti_cereale,,,32747714,,,0,,AGROOVIMIX SRL,+40749208179,,1,,master_romania,,0
,4621,comercianti_cereale,,,15048724,,,0,,AGRO PARTNER SRL,+40239619597,,1,,master_romania,,0
,4621,comercianti_cereale,,,19616304,,,0,,AGRO PAVEL 2007 SRL,+40721980824,,1,,master_romania,,0
,4621,comercianti_cereale,,,52352379,,,0,,AGROPLANERO TRADING S.R.L.,+40765214866,,1,,master_romania,,0
,4621,comercianti_cereale,,,17720200,,,0,,AGROPORT TOMIS SRL,+40724267178,,1,,master_romania,,0
,4621,comercianti_cereale,,,16853179,,,0,,AGROPROIECT MONDIAL COMPANY SRL,+40213458013,,1,,master_romania,,0
,4621,comercianti_cereale,,,29193171,,,0,,AGROPUIA SRL,+40744587842,,1,,master_romania,,0
,4621,comercianti_cereale,,,25439606,,,0,,AGRO RALU BIO SRL,+40767576603,,1,,master_romania,,0
,4621,comercianti_cereale,,,46656926,,,0,,AGRO RAROX COOPERATIVA AGRICOLA,+40734862314,,1,,master_romania,,0
,4621,comercianti_cereale,,,24533884,,,0,,AGROREGIO SRL,+40728149305,,1,,master_romania,,0
,4621,comercianti_cereale,,,52727100,,,0,,AGROSAL BRASOV COOPERATIVA AGRICOLA,+40740999968,,1,,master_romania,,0
,4621,comercianti_cereale,,,51806981,,,0,,AGROSAVIA S.R.L.,+40727898045,,1,,master_romania,,0
,4621,comercianti_cereale,,,40673510,,,0,,AGROSAVIN 2019 S.R.L.,+40723525159,,1,,master_romania,,0
,4621,comercianti_cereale,,,32185969,,,0,,AGROSEB TRADE S.R.L.,+40724566779,,1,,master_romania,,0
,4621,comercianti_cereale,,,1755423,,,0,,AGROSEED ALBA SRL,+40258834644,,1,,master_romania,,0
,4621,comercianti_cereale,,,51692828,,,0,,AGRO SEEDS S.R.L.,+40727355787,,1,,master_romania,,0
,4621,comercianti_cereale,,,32818866,,,0,,AGROSEED TRADING SRL,,,0,,master_romania,,0
,4621,comercianti_cereale,,,23478510,,,0,,AGROSEIL SRL,+40762265286,,1,,master_romania,,0
,4621,comercianti_cereale,,,24898511,,,0,,AGRO SELADOC SRL,+40731307680,,1,,master_romania,,0
,4621,comercianti_cereale,,,24671640,,,0,,AGROSEM SRL,+40723185230,,1,,master_romania,,0
,4621,comercianti_cereale,,,40272349,,,0,,AGROSFERA ROMANIA S.R.L.,+40744115515,,1,,master_romania,,0
,4621,comercianti_cereale,,,7201648,,,0,,AGROS IMPEX SRL,+40243234953,,1,,master_romania,,0
,4621,comercianti_cereale,,,51384330,,,0,,AGRO SMART HELP S.R.L.,+40752211109,,1,,master_romania,,0
,4621,comercianti_cereale,,,31234729,,,0,,AGROSOL EXPERT S.R.L.,+40763649864,,1,,master_romania,,0
,4621,comercianti_cereale,,,46030263,,,0,,AGROSPECTRUM77 S.R.L.,+40765407040,,1,,master_romania,,0
,4621,comercianti_cereale,,,28578463,,,0,,AGROSPEDITION COM S.R.L.,+40746326961,,1,,master_romania,,0
,4621,comercianti_cereale,,,32164052,,,0,,AGRO SPEEDY SRL,+40722212102,,1,,master_romania,,0
Na Závěrce 523,4621,comercianti_cereale,,,25692020,,,0,112,AGRO SPIC CEREALE SRL,+40213236334,,1,112,master_romania,,0
,4621,comercianti_cereale,,,23280384,,,0,,AGRO STAR 2007 SRL,+40729028104,,1,,master_romania,,0
,4621,comercianti_cereale,,,23802348,,,0,,AGRO STAR CEREAL SRL,+40740038038,,1,,master_romania,,0
,4621,comercianti_cereale,,,1436335,,,0,,AGROSTAR IMPEX S.R.L.,+40237617702,,1,,master_romania,,0
,4621,comercianti_cereale,,,25751810,,,0,,AGRO STENLY BEET SRL,+40732617615,,1,,master_romania,,0
,4621,comercianti_cereale,,,37587185,,,0,,AGROSTORE GRAIN S.R.L.,+40749313589,,1,,master_romania,,0
,4621,comercianti_cereale,,,49703909,,,0,,AGRO SUD MUNTENIA COOPERATIVA AGRICOLA,+40727331721,,1,,master_romania,,0
,4621,comercianti_cereale,,,32750337,,,0,,AGRO TAO SRL,+40749328409,,1,,master_romania,,0
32,4621,comercianti_cereale,,,22102400,,,0,101,AGROTEAM TRANS S.R.L.,+40747986328,,1,101,master_romania,,0
,4621,comercianti_cereale,,,30306568,,,0,,AGROTEC ULEI GRUP SRL,,,0,,master_romania,,0
,4621,comercianti_cereale,,,30306576,,,0,,AGROTEC ZAHAR GRUP SRL,,,0,,master_romania,,0
,4621,comercianti_cereale,,,50520590,,,0,,AGRO TEHNICA EXPERT COOPERATIVA AGRICOLA,+40740895730,,1,,master_romania,,0
,4621,comercianti_cereale,,,26129280,,,0,,AGRO TERRA COMERT S.R.L.,+40213363650,,1,,master_romania,,0
,4621,comercianti_cereale,,,34765695,,,0,,AGROTERRANOVA POP SRL,+40731917843,,1,,master_romania,,0
,4621,comercianti_cereale,,,18850349,,,0,,AGRO TO-MI S.R.L.,+40729139261,,1,,master_romania,,0
,4621,comercianti_cereale,,,39804426,,,0,,AGRO TONY & ALEX S.R.L.,+40721710136,,1,,master_romania,,0
,4621,comercianti_cereale,,,23404733,,,0,,AGROTOP CEREAL S.R.L.,+40213320062,,1,,master_romania,,0
,4621,comercianti_cereale,,,49554742,,,0,,AGRO TOP INPUT S.R.L.,+40720885987,,1,,master_romania,,0
,4621,comercianti_cereale,,,31272510,,,0,,AGROTRADE A&A SRL,+40731369306,,1,,master_romania,,0
,4621,comercianti_cereale,,,51434730,,,0,,AGROTRADE ALBESTI S.R.L.,+40725349660,,1,,master_romania,,0
,4621,comercianti_cereale,,,25575543,,,0,,AGRO TRADING SOLUTIONS S.R.L.,+40726209092,,1,,master_romania,,0
,4621,comercianti_cereale,,,16022838,,,0,,AGROTRANSPET IMPEX 2003 SRL,+40722401854,,1,,master_romania,,0
,4621,comercianti_cereale,,,27727109,,,0,,AGROTRONIC CEREAL COMMERCE SRL,+40761158902,,1,,master_romania,,0
,4621,comercianti_cereale,,,29127488,,,0,,AGROTZUCHI 2011 SRL,+40786209176,,1,,master_romania,,0
,4621,comercianti_cereale,,,27778030,,,0,,AGROVAL BUSINESS TRADE SOLUTION SRL,+40213236334,,1,,master_romania,,0
,4621,comercianti_cereale,,,21923785,,,0,,AGRO VAL TRANS SRL,+40348417438,,1,,master_romania,,0
,4621,comercianti_cereale,,,48981214,,,0,,AGROVAT CEREAL S.R.L.,+40729954254,,1,,master_romania,,0
