CUI,DENUMIRE,CAEN,JUDET,TELEFON,STARE
41463053,REINKE EUROPE S.R.L.,4661,"JUD. CONSTANŢA, ORŞ. NĂVODARI, NĂVODARI, PARCELA 423/1/2/2 + PARCELA A423/1/1. NR. CADASTRAL 126553-C1 ȘI 126553. FIIND ÎNSCRIS ÎN CARTEA FUNCIARĂ NR.",,INREGISTRAT din data 30.07.2019
35685870,REVIVAL MOTOR SRL,4661,"JUD. CLUJ, MUN. CLUJ-NAPOCA, CAL. TURZII, NR.137",,INREGISTRAT din data 22.02.2016
41299768,RG AGRO MACHINERY S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, DRM GURA CRIVĂŢULUI, NR.33-35, CAMERA NR. 1, BL.1, ET.2, AP.17",,TRANSFER(SOSIRE) din data 09.12.2019
27466925,RIA AGRI SOLUTION SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, BLD MIRCEA VODĂ, NR.43, BL.M32, SC.1, AP.18",,RELUARE ACTIVITATE din data 06.10.2015
31185308,RICHTER ANTREPRIZĂ CONSTRUCTII SRL,4661,"JUD. ILFOV, SAT BERCENI COM. BERCENI, STR. FABRICA DE MOBILĂ, NR.30, BIROUL NR. 3",,INREGISTRAT din data 05.02.2013
9799697,RICVIDAN COM SRL,4661,"JUD. BRAŞOV, SAT SÂNPETRU COM. SÂNPETRU, STR. MĂCEŞULUI, NR.102",0268322406,INREGISTRAT din data 01.10.1997
15464351,RIELA ROMANIA SRL,2830,"JUD. CLUJ, SAT BONŢIDA COM. BONŢIDA, STR. GĂRII, NR.8A",0264441910,INREGISTRAT din data 28.05.2003
42891481,RIFESPOR S.R.L.,4661,"JUD. BRAŞOV, SAT CRISTIAN COM. CRISTIAN, STR. LUNGĂ, NR.224, CAM.2",0770244339,INREGISTRAT din data 07.08.2020
16216753,RIGA S.R.L.,4661,"JUD. BUZĂU, SAT BĂILE COM. BALTA ALBA, COM. BALTA ALBA",411423,INREGISTRAT din data 08.03.2004
44117208,RIM TECHNOLOGY S.R.L.,4661,"JUD. DOLJ, MUN. CRAIOVA, STR. IZVORUL RECE, NR.11",,INREGISTRAT din data 14.04.2021
21365468,RITCHARD CO SRL,4661,"JUD. CĂLĂRAŞI, SAT CHIRNOGI COM. CHIRNOGI",,INREGISTRAT din data 14.03.2007
7551546,RITTNER TRADING SRL,4661,"JUD. BIHOR, MUN. ORADEA, STR. CERBULUI, NR.5A, BL.C 19, AP.8",0722663550,INREGISTRAT din data 21.07.1995
42144842,RM DORAMAGRO S.R.L.,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. ION CREANGĂ, NR.16 SI 18/A, CAMERA 1, AP.4B",,INREGISTRAT din data 22.01.2020
36525141,RMY70 IMPEX SRL,4661,"JUD. BISTRIŢA-NĂSĂUD, SAT NEGRILEŞTI COM. NEGRILEŞTI, NR.429",,INREGISTRAT din data 14.09.2016
22474404,ROAGRO DK SRL,4661,"JUD. COVASNA, SAT OJDULA COM. OJDULA, STR. PRINCIPALĂ, NR.66",,INREGISTRAT din data 27.09.2007
41460839,ROAGRO NEMDIS S.R.L.,4661,"JUD. GALAŢI, MUN. GALAŢI, BLD. DUNĂREA, NR.60, SC.2, AP.20",,INREGISTRAT din data 30.07.2019
43836710,ROBOTIC MANAGEMENT S.R.L.,4661,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, PŢA. TRANDAFIRILOR, NR.12, AP.VI",,INREGISTRAT din data 02.03.2021
45022963,RODA LUDUS S.R.L.,4661,"JUD. MUREŞ, ORŞ. LUDUŞ, STR. LIBERTĂŢII, NR.12C",,INREGISTRAT din data 07.10.2021
40333896,RODAN CIP LARSEN UTILAJE S.R.L.,4661,"JUD. NEAMŢ, MUN. ROMAN, STR. TUDOR VLADIMIRESCU, BL.19, SC.A, AP.14",,SUSPENDARE ACTIVITATE din data 14.11.2024
22645687,ROLANDA HELP SRL,4661,"JUD. MARAMUREŞ, SAT RĂZOARE ORŞ. TÂRGU LĂPUŞ,  , NR.87",0745474259,SUSPENDARE ACTIVITATE din data 17.03.2022
12883827,ROLEDA FARM S.R.L.,4661,"JUD. CONSTANŢA, ORŞ. NĂVODARI, STR. C1, NR.8, ET.4, AP.12",,INREGISTRAT din data 07.04.2000
30880675,ROMAGRI FARMING SRL,4661,"JUD. ARAD, MUN. ARAD, STR. ZALĂU, NR.2, BL.504, AP.4",,RELUARE ACTIVITATE din data 15.11.2025
18431618,ROMAGRO UTILAJ IMPORT EXPORT S.R.L.,4661,"JUD. BIHOR, SAT BUDUREASA COM. BUDUREASA, NR.19",0749206163,INREGISTRAT din data 28.02.2006
31902704,ROMAGROTEHNICA SRL,4661,"JUD. TIMIŞ, SAT GHIRODA COM. GHIRODA, CAL. LUGOJULUI, NR.107",0724550402,INREGISTRAT din data 21.06.2013
16966003,ROMAVIA OTIS SRL,4661,"JUD. BRAŞOV, SAT HĂLCHIU COM. HĂLCHIU, STR. BODULUI, NR.FN, AP.BIROUL 7",0268 / 481555,RELUARE ACTIVITATE din data 23.02.2012
42681978,ROMED AGROTRAC S.R.L.,4661,"JUD. BUZĂU, MUN. BUZĂU, CAR. DOROBANŢI 2, BL.F26, ET.4, AP.14",0762902901,INREGISTRAT din data 25.06.2020
32233560,ROMERCATOR SRL,4661,"JUD. BIHOR, MUN. ORADEA, STR. GEORGE ENESCU, NR.57",0743555450,INREGISTRAT din data 11.09.2013
33324445,ROMIMAR GANVERD SRL,4661,"JUD. ILFOV, ORŞ. POPEŞTI-LEORDENI, STR. DRUMUL FERMEI, NR.83A, PARTER, SC.1, AP.3",0733373770,INREGISTRAT din data 27.06.2014
15544795,ROMSEAL AGRI SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. DUMITRU ZOSIMMA, NR.76, ET.4+5, AP.11",0213502317,TRANSFER(SOSIRE) din data 06.10.2022
5019276,ROMSEAL SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. DUMITRU ZOSIMMA, NR.76, ET.4+5, AP.11",3502317,TRANSFER(SOSIRE) din data 04.10.2022
39756841,ROMTRAC BUSINESS S.R.L.,4661,"JUD. IALOMIŢA, MUN. FETEŞTI, STR. SOARELUI, NR.26",,SUSPENDARE ACTIVITATE din data 01.02.2024
38338468,ROONIE-RAZVA SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, BLD THEODOR PALLADY, NR.21, BL.P1, SC.A, ET.10, AP.37",0762081444,TRANSFER(SOSIRE) din data 22.06.2025
37825589,ROPRESTEM FARM SRL,4661,"JUD. BIHOR, ORŞ. ALEŞD, STR. BOBÂLNA, NR.100E",0751235058,INREGISTRAT din data 23.06.2017
24301302,ROS PRODUCTION S.R.L.,2830,"JUD. GALAŢI, MUN. TECUCI, STR. 9 MAI, NR.36",0236836444,INREGISTRAT din data 07.08.2008
6334441,ROTAKT SRL,4661,"JUD. VÂLCEA, MUN. RÂMNICU VÂLCEA, STR. DEPOZITELOR, NR.28",0747461991,INREGISTRAT din data 31.10.1994
24088256,ROTANA GRAND S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 4, ALEEA RESITA B, SC.1, ET.P, AP.3",0723769443,SUSPENDARE ACTIVITATE din data 21.05.2009
16179116,ROTAX SRL,4661,"JUD. BIHOR, SAT PĂCĂLEŞTI COM. DRĂGĂNEŞTI, PĂCĂLEŞTI, NR.10 A",0745320704,INREGISTRAT din data 25.02.2004
47095007,ROTCART ALL GRUP S.R.L.,4661,"JUD. MUREŞ, SAT CUCERDEA COM. CUCERDEA, STR. PRINCIPALĂ, NR.326",0755824567,INREGISTRAT din data 28.10.2022
15597331,ROTECA SRL,2830,"JUD. SATU MARE, ORŞ. ARDUD, STR. BUCUREŞTIULUI, NR.139",0261771151,INREGISTRAT din data 16.07.2003
16868188,ROWIRAX SRL,4661,"JUD. BIHOR, SAT SANTĂUL MIC COM. BORŞ, COM. BORS, NR.86",,INREGISTRAT din data 20.10.2004
43232004,ROYAL DRU AGRO S.R.L.,4661,"JUD. MUREŞ, SAT CRISTEŞTI COM. CRISTEŞTI, STR. PRINCIPALĂ, NR.562/B",0735666111,INREGISTRAT din data 22.10.2020
41120381,ROYAL TRACTOR S.R.L.,4661,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, PŢA. TRANDAFIRILOR, NR.48, BIROU 3R, ET.III",,INREGISTRAT din data 15.05.2019
46066810,RURAL PLANT UTILAJE S.R.L.,4661,"JUD. TIMIŞ, SAT BELINT COM. BELINT, NR.251",,INREGISTRAT din data 05.05.2022
5045437,RURIS IMPEX SRL,2830,"JUD. DOLJ, MUN. CRAIOVA, BLD. DECEBAL, NR.111, CLADIRE ADMINISTRATIVA",0351464632,INREGISTRAT din data 04.01.1994
40570620,RUVINEANȚU ACTUAL S.R.L.,4661,"JUD. CARAŞ-SEVERIN, MUN. CARANSEBEŞ, STR. G-RAL MIHAIL TRAPŞA, NR.27",,INREGISTRAT din data 05.02.2019
6553280,S M RECOSEMTRACT SRL,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. MANGALIA, NR.66/A",0256201386,INREGISTRAT din data 15.12.1994
16970233,S-LINE INTERNATIONAL INVEST S.R.L.,4661,"JUD. ILFOV, COM. TUNARI, STR BALTA PASAREA, NR.70, VILA 1. ETAJ. CAMERA 2 IN SUPRAFATA DE 10.4 MP",0212123020,TRANSFER(SOSIRE) din data 14.03.2023
1858038,S.C.I.M.U.M. S.A.,2830,"JUD. CONSTANŢA, MUN. MEDGIDIA, STR. INDEPENDENTEI, NR.12",0241814510,INREGISTRAT din data 01.02.1991
40615544,SA. FRA. ZOOTECH S.R.L.,2830,"JUD. BIHOR, MUN. ORADEA, STR. GRIVIŢEI, NR.36",,INREGISTRAT din data 11.02.2019
43628042,SAB AGROLINE S.R.L.,4661,"JUD. CLUJ, MUN. CLUJ-NAPOCA, CAL. FLOREŞTI, NR.81, SC.7, ET.4, AP.180",,INREGISTRAT din data 27.01.2021
42567605,SAB GREEN IRRIGAZIONI S.R.L.,4661,"JUD. BRĂILA, SAT GRĂDIŞTEA COM. GRĂDIŞTEA, STR. 22 DECEMBRIE 1989, NR.58",,INREGISTRAT din data 02.06.2020
14386190,SABAD SRL,4661,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. DUMBRAVEI, NR.222, BIROU ÎN SUPRAFAŢĂ DE 22.6 MP",0745620216,INREGISTRAT din data 15.01.2002
28922680,SABROCOM AGRO PARTS S.R.L.,4661,"JUD. ILFOV, SAT AFUMAŢI COM. AFUMAŢI, STR. ŞOSEAUA LINIA DE CENTURĂ STÂNGA, NR.21A, CLĂDIREA C31",0724516851,INREGISTRAT din data 27.07.2011
3211231,SABROCOM S.R.L.,4661,"JUD. ILFOV, COM. AFUMAŢI, STR. SOS. LINIA DE CENTURA STANGA, NR.21A",3505929,TRANSFER(SOSIRE) din data 14.10.2002
28658139,SAFIE VIGH SRL,2830,"JUD. SATU MARE, MUN. CAREI, STR. MĂRĂŞEŞTI, NR.24",,INREGISTRAT din data 20.06.2011
30202818,SALAMA TRADE FILIALA BUCURESTI SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR. BĂNIEI, NR.17, ET.1, AP.4",0213119625,INREGISTRAT din data 16.05.2012
44553746,SALMET INDUSTRY S.R.L.,2830,"JUD. BIHOR, MUN. SALONTA, STR. REGELE FERDINAND I, NR.1/A",,INREGISTRAT din data 07.07.2021
52456515,SALMET PROD S.R.L.,2830,"JUD. BIHOR, MUN. SALONTA, STR. REGELE FERDINAND I, NR.1/A",0749033958,INREGISTRAT din data 08.09.2025
48319510,SALVARANI AGRI S.R.L.,4661,"JUD. DOLJ, ORŞ. SEGARCEA, STR. REPUBLICII, NR.196",0766662079,INREGISTRAT din data 13.06.2023
20302704,SANKRIO S.R.L.,2830,"JUD. MEHEDINŢI, MUN. DROBETA-TURNU SEVERIN, STR. CICERO, NR.109A, BL.S10A, SC.2, AP.8",0722716634,INREGISTRAT din data 28.12.2006
33943360,SANWEI TIME SRL,4661,"JUD. TIMIŞ, SAT GELU COM. VARIAŞ, NR.297",0722465970,INREGISTRAT din data 07.01.2015
28068197,SAUSAN RAJAB IMPORT-EXPORT S.R.L.,4661,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. PESCARILOR, NR.16, BL.BM7, SC.A, ET.1, AP.17",0733322697,SUSPENDARE ACTIVITATE din data 24.02.2011
38927234,SBF UTILAGRO S.R.L.,4661,"JUD. BIHOR, SAT SĂRAND COM. COPĂCEL, SĂRAND, NR.155",0751328827,INREGISTRAT din data 26.02.2018
25302519,SCHMELZER SRL,4661,"JUD. BRAŞOV, SAT COLONIA BOD COM. BOD, STR. FABRICII, NR.5",0268265840,INREGISTRAT din data 17.03.2009
44312454,SCM INFO AGRITECH S.R.L.,4661,"JUD. IAŞI, MUN. IAŞI, STR. PODIŞULUI, NR.79B, AP.1",,INREGISTRAT din data 21.05.2021
17571028,SCORILO S.R.L.,4661,"JUD. IALOMIŢA, MUN. URZICENI, STR. POSTEI, NR.3",,INREGISTRAT din data 10.05.2005
6388000,SCULE SI UNELTE DE GRADINA SRL,4661,"JUD. CLUJ, MUN. CLUJ-NAPOCA, CAL. TURZII, NR.188, ET.I",0264412530,INREGISTRAT din data 19.01.2011
51379210,SEA GROUP AUTO S.R.L.,4661,"JUD. SĂLAJ, MUN. ZALĂU, STR. OBORULUI, NR.17, BIROU 2",0727164315,INREGISTRAT din data 03.03.2025
45237687,SEA GROUP UTIL S.R.L.,4661,"JUD. SĂLAJ, MUN. ZALĂU, STR. OBORULUI, NR.17, CAMERA 1",0727164315,INREGISTRAT din data 17.11.2021
5074378,SEDIMA SRL,4661,"JUD. BRAŞOV, MUN. BRAŞOV, STR. FAGURULUI, NR.70",068426932,RELUARE ACTIVITATE din data 15.04.2007
24398230,SEELEMAN UTILAJE S.R.L.,4661,"JUD. BIHOR, SAT SĂLARD COM. SĂLARD, NR.759",0744768754,SUSPENDARE ACTIVITATE din data 07.05.2010
43002234,SEGANDA PARTS S.R.L.,4661,"JUD. VASLUI, MUN. VASLUI, STR. G-RAL VASILE MILEA, NR.20",,INREGISTRAT din data 03.09.2020
46557388,SEI-AGROEXPERT S.R.L.,4661,"JUD. BISTRIŢA-NĂSĂUD, MUN. BISTRIŢA, BLD. DECEBAL, NR.17, SC.A, AP.18",,INREGISTRAT din data 28.07.2022
49127610,SELEVER DANIEL-SEBASTIAN ÎNTREPRINDERE INDIVIDUALĂ,4661,"JUD. MARAMUREŞ, MUN. BAIA MARE, BLD. REGELE MIHAI I, NR.24, AP.58",,INREGISTRAT din data 15.11.2023
26150532,SELUNE VEST SRL,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, BLD. G-RAL ION DRAGALINA, NR.27, BIROU 9,SAD 4",,INREGISTRAT din data 27.10.2009
11492758,SEM-TRACT S.R.L.,4661,"JUD. TIMIŞ, ORŞ. SÂNNICOLAU MARE, STR. LAZĂR GHEORGHE, NR.24",0256372700,INREGISTRAT din data 26.02.1999
16632119,SEMARCO DIVERS S.R.L.,4661,"JUD. HUNEDOARA, MUN. DEVA, STR. MIHAI VITEAZUL, BL.9, SC.4, ET.4, AP.39",0254219382,SUSPENDARE ACTIVITATE din data 31.08.2009
790619,SEMBRAZ SA,2830,"JUD. SIBIU, MUN. SIBIU, STR. ŞTEFAN CEL MARE, NR.152-154, BIROU 15",,INREGISTRAT din data 30.11.1992
29025453,SEMCORE TRADING S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR. BABA NOVAC, NR.16, PARTER, BL.23, SC.2, AP.47",0721205523,INREGISTRAT din data 24.08.2011
44005271,SERV CLASS IRIGATII S.R.L.,4661,"JUD. BRĂILA, MUN. BRĂILA, ŞOS. RÂMNICU SĂRAT, NR.84B",,INREGISTRAT din data 29.03.2021
12230720,SERV CLASS SRL,4661,"JUD. BRĂILA, MUN. BRĂILA, ŞOS. RÂMNICU SĂRAT, NR.84B",0239611096,INREGISTRAT din data 11.10.1999
3346255,SERVAGROMEC SRL,4661,"JUD. GALAŢI, MUN. GALAŢI, STR. DOMNEASCĂ, NR.60",0744569178,INREGISTRAT din data 23.02.1993
42909465,SERVICE & PARTS SOLUTIONS S.R.L.,4661,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. VERONA, NR.4, ET.1, AP.2",,INREGISTRAT din data 13.08.2020
31275389,SERVUTIL-GABIALEX  FERM SRL,4661,"JUD. VRANCEA, SAT PĂUNEŞTI COM. PĂUNEŞTI, STR. PRINCIPALĂ, NR.121",0767194678,INREGISTRAT din data 25.02.2013
45673570,SHOOQ IMPEX S.R.L.,4661,"JUD. BIHOR, SAT HOTAR COM. ŢEŢCHEA, HOTAR, NR.13",0724313903,INREGISTRAT din data 21.02.2022
37117736,SHURA SOLUTIONS SRL,4661,"JUD. ALBA, MUN. ALBA IULIA, STR. ARIEŞULUI, NR.81",,INREGISTRAT din data 28.02.2017
49773653,SIF.RO S.R.L.,4661,"JUD. BIHOR, MUN. ORADEA, STR. NICOLAE BĂLCESCU, NR.2A, BL.PB30, AP.8",,INREGISTRAT din data 15.03.2024
38854973,SIGHISOARA AGRORUS S.R.L.,4661,"JUD. MUREŞ, MUN. SIGHIŞOARA, CAR. HETIUR, NR.248",,INREGISTRAT din data 14.02.2018
43575690,SIGMA CVM ROMANIA S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR BIHARIA, NR.26, ET.4",,INREGISTRAT din data 19.01.2021
28721953,SILO TECH MG SRL,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, ALEEA MARTIR ISTVAN ANDREI, NR.16-24, BL.65, SC.C, AP.6",0784221247,INREGISTRAT din data 28.06.2011
27117429,SILOS CORDOBA SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 2, CALEA MOŞILOR, NR.158, BIROUL 2B, SC.B, ET.2",0723632707,TRANSFER(SOSIRE) din data 22.11.2016
30119594,SILTOR SRL,4661,"JUD. BIHOR, SAT MIŞCA COM. CHIŞLAZ, MIŞCA, NR.399",0744296180,INREGISTRAT din data 25.04.2012
21254486,SILVA GARDEN SRL,4661,"JUD. BISTRIŢA-NĂSĂUD, SAT BISTRIŢA BÂRGĂULUI COM. BISTRIŢA BÂRGĂULUI, NR.1076",0727804714,INREGISTRAT din data 02.03.2007
7239367,SIMPALEXIM S.R.L.,4661,"JUD. CARAŞ-SEVERIN, SAT BUCHIN COM. BUCHIN, COM. BUCHIN, NR.120",513801,RELUARE ACTIVITATE din data 26.05.2011
28124831,SIPDISTRIBUTION SRL,4661,"JUD. TIMIŞ, SAT SĂCĂLAZ COM. SĂCĂLAZ,  , NR.65/A, DEPOZIT, BIROUL 1",0769005503,INREGISTRAT din data 03.03.2011
30507537,SMART AGRO MACHINES SRL,4661,"JUD. BIHOR, SAT SÂNTANDREI COM. SÂNTANDREI, STR. MARGARETEI, NR.11",0723255644,INREGISTRAT din data 02.08.2012
50589574,SMART PROD RV S.R.L.,4661,"JUD. CLUJ, SAT MIHAI VITEAZU COM. MIHAI VITEAZU, STR. ROZELOR, NR.13",0754664774,INREGISTRAT din data 24.09.2024
45488425,SMARTRAC AGROTECHNIK S.R.L.,4661,"JUD. CLUJ, SAT TRITENII DE JOS COM. TRITENII DE JOS, TRITENII DE JOS, NR.307",,INREGISTRAT din data 18.01.2022
41659468,SMARTSIA TECH S.R.L.,4661,"JUD. ILFOV, ORŞ. OTOPENI, STR. I. I. C. BRĂTIANU, NR.20A, ET.2, AP.10",0726564797,INREGISTRAT din data 18.09.2019
11215293,SNH CON S.R.L.,4661,"JUD. SĂLAJ, COM. CIZER, COM. CIZER, NR.897",0260604927,INREGISTRAT din data 24.11.1998
51915016,SOFI TRADE INNOVATIONS S.R.L.,4661,"JUD. ILFOV, ORŞ. VOLUNTARI, STR. CÂMPUL PIPERA, NR.127, ET.1, AP.5",+40750225558,INREGISTRAT din data 04.06.2025
46413056,SOLA AGRICULTURE S.R.L.,2830,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. TUDOR ARGHEZI, NR.21, CLADIREA H TUDOR ARGHEZI, BIROU 114.1, ET.1",,TRANSFER(SOSIRE) din data 12.06.2023
47759423,SOLAGRI UTIL S.R.L.,4661,"JUD. DOLJ, SAT POIANA MARE COM. POIANA MARE, STR. LILIACULUI, NR.3",0770553320,INREGISTRAT din data 06.03.2023
11775436,SOLAGRO TRADING SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 4, BLD METALURGIEI, NR.78, BIROUL NR. 1",0729467846,INREGISTRAT din data 21.05.1999
20910590,SOLARKER.OLTENIA SRL,4661,"JUD. DOLJ, SAT CÂRCEA COM. CÂRCEA, STR. LT. TUDOR MIERTOIU, NR.26",0741214663,INREGISTRAT din data 01.02.2007
21930960,SOLO PĂDURE ŞI GRĂDINĂ SRL,4661,"JUD. GALAŢI, MUN. TECUCI, STR. BOGDAN PETRICEICU HAŞDEU, NR.4, CAM.1",0746169841,RELUARE ACTIVITATE din data 18.12.2025
48720693,SOLX S.R.L.,4661,"JUD. SUCEAVA, SAT DĂRMĂNEŞTI COM. DĂRMĂNEŞTI, NR.244",0746888241,INREGISTRAT din data 01.09.2023
21710744,SOR LOGISTIC SRL,4661,"JUD. ARAD, SAT HORIA COM. VLADIMIRESCU,  , NR.141",0740107539,INREGISTRAT din data 10.05.2007
46026653,SOUTH MACHINES S.R.L.,4661,"JUD. GIURGIU, MUN. GIURGIU, BLD. BUCUREŞTI, NR.118A",,INREGISTRAT din data 28.04.2022
10458855,SP STROIA PRODUCT SRL,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. TIMIŞ, NR.3, BL.D2, SC.B, ET.2, AP.11",0723179309,INREGISTRAT din data 22.04.1998
43835854,SPECIAL AGROSERVICE S.R.L.,4661,"JUD. DOLJ, SAT POIANA MARE COM. POIANA MARE, STR. PRIMĂVERII, NR.161",,INREGISTRAT din data 02.03.2021
5131457,SPIL COMERT S.R.L.,4661,"JUD. COVASNA, MUN. TÂRGU SECUIESC, STR. BEM JÓZSEF, NR.42",,INREGISTRAT din data 27.01.1994
33032742,SPIROTENS METAL SRL,2830,"JUD. SĂLAJ, SAT BODIA COM. BUCIUMI, BODIA, NR.43",0753370735,INREGISTRAT din data 08.04.2014
32094607,SPOMA BURG AGRI SRL,4661,"JUD. TIMIŞ, MUN. LUGOJ, STR. G. A. PETCULESCU, NR.53",0723988139,INREGISTRAT din data 02.08.2013
12523550,SPOTAR IMPEX S.R.L.,2830,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. CORNELIU COPOSU, NR.167",0740169140,SUSPENDARE ACTIVITATE din data 07.07.2009
30023383,SPR PARTS SRL,4661,"JUD. CLUJ, MUN. TURDA, STR. LOTUS, NR.50, BL.E2, AP.2",0757282232,INREGISTRAT din data 03.04.2012
36919332,SSS 2017 AGROUTIL S.R.L.,4661,"JUD. DÂMBOVIŢA, SAT POIANA COM. POIANA, NR.1107",0722955389,INREGISTRAT din data 16.01.2017
45098791,STALINRICHTING S.R.L.,4661,"JUD. BISTRIŢA-NĂSĂUD, SAT SĂSARM COM. CHIUZA, NR.244",,INREGISTRAT din data 21.10.2021
44367794,STANCIU MOTOUTILAJE S.R.L.,4661,"JUD. ILFOV, SAT DĂRĂŞTI-ILFOV COM. DĂRĂŞTI-ILFOV, STR. ULMULUI, NR.1",,INREGISTRAT din data 02.06.2021
17167268,STANTRACT SRL,4661,"JUD. ARAD, MUN. ARAD, STR. TIMIŞULUI, NR.2A",0743119644,INREGISTRAT din data 27.01.2005
10417090,STARCON AGRICULTURĂ SRL,4661,"JUD. OLT, SAT SLĂTIOARA COM. SLĂTIOARA, STR. UNIRII, NR.138, CAMERA 1",0744597476,INREGISTRAT din data 09.04.1998
19543822,STEA ROM SRL,2830,"JUD. SIBIU, SAT NOCRICH COM. NOCRICH, STR. PRINCIPALĂ, NR.277A",,INREGISTRAT din data 08.12.2006
48282291,STEFY CRC SERVICE  S.R.L.,4661,"JUD. BRĂILA, SAT CAZASU COM. CAZASU, STR. RÎMNICU SĂRAT, NR.171, LOT 25",0745159446,INREGISTRAT din data 07.06.2023
39074674,STEFY POP S.R.L.,4661,"JUD. SATU MARE, SAT VAMA COM. VAMA, STR. MIHAI EMINESCU, NR.478",0745976964,INREGISTRAT din data 22.03.2018
43798152,STERAGRI UTILAJE S.R.L.,4661,"JUD. BRĂILA, MUN. BRĂILA, CAL. GALAŢI, NR.339, BL.17, SC.2, ET.2, AP.29",,INREGISTRAT din data 24.02.2021
45285080,STETECH S.R.L.,4661,"JUD. ARAD, SAT GHIOROC COM. GHIOROC, STR. DR.ŞTEFAN BULZAN, NR.28",,INREGISTRAT din data 25.11.2021
47064833,STOICA INTELIGENT S.R.L.,4661,"JUD. VÂLCEA, SAT BOGDĂNEŞTI COM. OTEŞANI, BOGDĂNEŞTI, NR.69, STR. DEASUPRA MORII",,INREGISTRAT din data 24.10.2022
44856472,STRONG MACHINERY S.R.L.,4661,"JUD. IALOMIŢA, SAT PĂLTINIŞU COM. PERIEŢI, STR. CALEA BUCUREŞTI, NR.40",,INREGISTRAT din data 06.09.2021
26342937,SUDOMET DISTRIBUTION GROUP S.R.L.,4661,"JUD. BIHOR, SAT SÂNTANDREI COM. SÂNTANDREI, STR. CĂPRIOAREI, NR.12",0742603665,INREGISTRAT din data 18.12.2009
34280282,SWEETALE SRL,4661,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. BREAZA, NR.33, AP.1",,INREGISTRAT din data 25.03.2015
19670761,SYSTEC AGRIPACK SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 4, STR. POVESTEI, NR.10, CORP B, PARTER, AP.B08",0213168614,TRANSFER(SOSIRE) din data 22.12.2022
50855218,SYSTEC FRESH SOLUTIONS S.R.L.,4661,"JUD. ILFOV, ORŞ. OTOPENI, STR. MIHAI EMINESCU, NR.3B, CAMERA 3, ET.PARTER",0722559371,INREGISTRAT din data 11.11.2024
47929650,SZ&B AGRO S.R.L.,4661,"JUD. COVASNA, MUN. TÂRGU SECUIESC, STR. ABATOR, NR.33",0036304498614,INREGISTRAT din data 03.04.2023
47545578,T.S.R. GABRIEL IMPORT-EXPORT S.R.L.,4661,"JUD. TIMIŞ, SAT DINIAS COM. PECIU NOU, NR.180 E",0731431917,INREGISTRAT din data 01.02.2023
31481206,TABAC THEODOR ANDREI  ÎNTREPRINDERE FAMILIALĂ,4661,"JUD. HUNEDOARA, MUN. BRAD, STR. ALEEA POŞTEI, BL.10, SC.3, ET.PARTER, AP.42",,INREGISTRAT din data 09.04.2013
35435342,TABEMA IMPORT SRL,4661,"JUD. SĂLAJ, MUN. ZALĂU, BLD. MIHAI VITEAZUL, NR.24, BL.C3, SC.A, ET.1, AP.2",0741646844,SUSPENDARE ACTIVITATE din data 16.07.2024
28716795,TACITY CONSTRUCT SRL,4661,"JUD. VASLUI, SAT EPURENI COM. EPURENI,  , NR. FERMA VEGETALĂ C6",0755755420,INREGISTRAT din data 28.06.2011
10418478,TADIS AGRO SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, BLD HRISTO BOTEV, NR.28, BIROUL NR. 4. MODULUL L",0243235183,TRANSFER(SOSIRE) din data 07.04.2014
49644098,TAGORE INTERNATIONAL S.R.L.,4661,"JUD. CLUJ, SAT GILĂU COM. GILĂU, GILĂU, FERMA AVICOLĂ 8, HALA NR. 3",0787518475,INREGISTRAT din data 22.02.2024
48770004,TALIA COMMERCE S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, B-DUL IULIU MANIU, NR.57, BL.OD16, SC.E, ET.2, AP.188",,INREGISTRAT din data 12.09.2023
